date,store_id,sku_id,prediction,model,family
2024-01-04,STORE0001,SKU0014,59.60799789428711,transformer,dl
2024-01-05,STORE0001,SKU0014,60.210941314697266,transformer,dl
2024-01-06,STORE0001,SKU0014,71.95915985107422,transformer,dl
2024-01-07,STORE0001,SKU0014,72.41283416748047,transformer,dl
2024-01-08,STORE0001,SKU0014,60.76055908203125,transformer,dl
2024-01-09,STORE0001,SKU0014,60.175113677978516,transformer,dl
2024-01-10,STORE0001,SKU0014,59.765560150146484,transformer,dl
2024-01-11,STORE0001,SKU0014,59.76357650756836,transformer,dl
2024-01-12,STORE0001,SKU0014,60.118019104003906,transformer,dl
2024-01-13,STORE0001,SKU0014,70.97471618652344,transformer,dl
2024-01-14,STORE0001,SKU0014,70.74175262451172,transformer,dl
2024-01-01,STORE0001,SKU0015,14.577056884765625,transformer,dl
2024-01-02,STORE0001,SKU0015,14.402412414550781,transformer,dl
2024-01-03,STORE0001,SKU0015,14.01137924194336,transformer,dl
2024-01-04,STORE0001,SKU0015,13.914058685302734,transformer,dl
2024-01-05,STORE0001,SKU0015,14.101818084716797,transformer,dl
2024-01-06,STORE0001,SKU0015,15.717403411865234,transformer,dl
2024-01-07,STORE0001,SKU0015,16.041839599609375,transformer,dl
2024-01-08,STORE0001,SKU0015,14.013153076171875,transformer,dl
2024-01-09,STORE0001,SKU0015,13.751285552978516,transformer,dl
2024-01-10,STORE0001,SKU0015,13.575408935546875,transformer,dl
2024-01-11,STORE0001,SKU0015,13.684558868408203,transformer,dl
2024-01-12,STORE0001,SKU0015,13.94155502319336,transformer,dl
2024-01-13,STORE0001,SKU0015,15.44406509399414,transformer,dl
2024-01-14,STORE0001,SKU0015,15.564395904541016,transformer,dl
2024-01-01,STORE0001,SKU0016,27.162033081054688,transformer,dl
2024-01-02,STORE0001,SKU0016,26.949260711669922,transformer,dl
2024-01-03,STORE0001,SKU0016,26.498889923095703,transformer,dl
2024-01-04,STORE0001,SKU0016,26.264434814453125,transformer,dl
2024-01-05,STORE0001,SKU0016,26.40947723388672,transformer,dl
2024-01-06,STORE0001,SKU0016,30.978179931640625,transformer,dl
2024-01-07,STORE0001,SKU0016,31.391408920288086,transformer,dl
2024-01-08,STORE0001,SKU0016,26.844318389892578,transformer,dl
2024-01-09,STORE0001,SKU0016,26.486515045166016,transformer,dl
2024-01-10,STORE0001,SKU0016,26.243083953857422,transformer,dl
2024-01-11,STORE0001,SKU0016,26.158084869384766,transformer,dl
2024-01-12,STORE0001,SKU0016,26.309593200683594,transformer,dl
2024-01-13,STORE0001,SKU0016,30.588912963867188,transformer,dl
2024-01-14,STORE0001,SKU0016,30.743751525878906,transformer,dl
2024-01-01,STORE0001,SKU0017,103.91763305664062,transformer,dl
2024-01-02,STORE0001,SKU0017,102.93907165527344,transformer,dl
2024-01-03,STORE0001,SKU0017,102.71742248535156,transformer,dl
2024-01-04,STORE0001,SKU0017,103.33570861816406,transformer,dl
2024-01-05,STORE0001,SKU0017,104.34304809570312,transformer,dl
2024-01-06,STORE0001,SKU0017,123.68624877929688,transformer,dl
2024-01-07,STORE0001,SKU0017,124.04241943359375,transformer,dl
2024-01-08,STORE0001,SKU0017,104.19746398925781,transformer,dl
2024-01-09,STORE0001,SKU0017,103.34246826171875,transformer,dl
2024-01-10,STORE0001,SKU0017,103.14568328857422,transformer,dl
2024-01-11,STORE0001,SKU0017,103.56198120117188,transformer,dl
2024-01-12,STORE0001,SKU0017,104.04914855957031,transformer,dl
2024-01-13,STORE0001,SKU0017,123.28010559082031,transformer,dl
2024-01-14,STORE0001,SKU0017,123.2904052734375,transformer,dl
2024-01-01,STORE0001,SKU0018,92.04931640625,transformer,dl
2024-01-02,STORE0001,SKU0018,91.08968353271484,transformer,dl
2024-01-03,STORE0001,SKU0018,90.80290985107422,transformer,dl
2024-01-04,STORE0001,SKU0018,91.3077392578125,transformer,dl
2024-01-05,STORE0001,SKU0018,92.06207275390625,transformer,dl
2024-01-06,STORE0001,SKU0018,111.49041748046875,transformer,dl
2024-01-07,STORE0001,SKU0018,111.70158386230469,transformer,dl
2024-01-08,STORE0001,SKU0018,91.41911315917969,transformer,dl
2024-01-09,STORE0001,SKU0018,90.42066192626953,transformer,dl
2024-01-10,STORE0001,SKU0018,90.53861236572266,transformer,dl
2024-01-11,STORE0001,SKU0018,91.00466918945312,transformer,dl
2024-01-12,STORE0001,SKU0018,91.21388244628906,transformer,dl
2024-01-13,STORE0001,SKU0018,110.13999938964844,transformer,dl
2024-01-14,STORE0001,SKU0018,110.04315185546875,transformer,dl
2024-01-01,STORE0001,SKU0019,18.85430145263672,transformer,dl
2024-01-02,STORE0001,SKU0019,18.82497787475586,transformer,dl
2024-01-03,STORE0001,SKU0019,18.524555206298828,transformer,dl
2024-01-04,STORE0001,SKU0019,18.283710479736328,transformer,dl
2024-01-05,STORE0001,SKU0019,18.350444793701172,transformer,dl
2024-01-06,STORE0001,SKU0019,20.824352264404297,transformer,dl
2024-01-07,STORE0001,SKU0019,21.025753021240234,transformer,dl
2024-01-08,STORE0001,SKU0019,18.48336410522461,transformer,dl
2024-01-09,STORE0001,SKU0019,18.335830688476562,transformer,dl
2024-01-10,STORE0001,SKU0019,18.192424774169922,transformer,dl
2024-01-11,STORE0001,SKU0019,18.214717864990234,transformer,dl
2024-01-12,STORE0001,SKU0019,18.342426300048828,transformer,dl
2024-01-13,STORE0001,SKU0019,20.693603515625,transformer,dl
2024-01-14,STORE0001,SKU0019,20.771987915039062,transformer,dl
2024-01-01,STORE0001,SKU0020,53.3416862487793,transformer,dl
2024-01-02,STORE0001,SKU0020,52.89548873901367,transformer,dl
2024-01-03,STORE0001,SKU0020,52.179847717285156,transformer,dl
2024-01-04,STORE0001,SKU0020,51.825714111328125,transformer,dl
2024-01-05,STORE0001,SKU0020,52.142311096191406,transformer,dl
2024-01-06,STORE0001,SKU0020,61.81612777709961,transformer,dl
2024-01-07,STORE0001,SKU0020,61.99197006225586,transformer,dl
2024-01-08,STORE0001,SKU0020,52.96890640258789,transformer,dl
2024-01-09,STORE0001,SKU0020,52.279396057128906,transformer,dl
2024-01-10,STORE0001,SKU0020,51.70676803588867,transformer,dl
2024-01-11,STORE0001,SKU0020,51.63243865966797,transformer,dl
2024-01-12,STORE0001,SKU0020,51.913761138916016,transformer,dl
2024-01-13,STORE0001,SKU0020,60.81513595581055,transformer,dl
2024-01-14,STORE0001,SKU0020,60.83378219604492,transformer,dl
2024-01-01,STORE0001,SKU0021,59.21056365966797,transformer,dl
2024-01-02,STORE0001,SKU0021,58.91276168823242,transformer,dl
2024-01-03,STORE0001,SKU0021,58.45320129394531,transformer,dl
2024-01-04,STORE0001,SKU0021,58.52676010131836,transformer,dl
2024-01-05,STORE0001,SKU0021,59.10587692260742,transformer,dl
2024-01-06,STORE0001,SKU0021,69.66007995605469,transformer,dl
2024-01-07,STORE0001,SKU0021,69.76531982421875,transformer,dl
2024-01-08,STORE0001,SKU0021,59.132362365722656,transformer,dl
2024-01-09,STORE0001,SKU0021,58.51699447631836,transformer,dl
2024-01-10,STORE0001,SKU0021,58.160888671875,transformer,dl
2024-01-11,STORE0001,SKU0021,58.260276794433594,transformer,dl
2024-01-12,STORE0001,SKU0021,58.75436019897461,transformer,dl
2024-01-13,STORE0001,SKU0021,68.82452392578125,transformer,dl
2024-01-14,STORE0001,SKU0021,68.72642517089844,transformer,dl
2024-01-01,STORE0001,SKU0023,72.617431640625,transformer,dl
2024-01-02,STORE0001,SKU0023,71.7705307006836,transformer,dl
2024-01-03,STORE0001,SKU0023,71.74160766601562,transformer,dl
2024-01-04,STORE0001,SKU0023,72.49755859375,transformer,dl
2024-01-05,STORE0001,SKU0023,73.30282592773438,transformer,dl
2024-01-06,STORE0001,SKU0023,87.7138671875,transformer,dl
2024-01-07,STORE0001,SKU0023,87.97685241699219,transformer,dl
2024-01-08,STORE0001,SKU0023,72.17430114746094,transformer,dl
2024-01-09,STORE0001,SKU0023,71.12010955810547,transformer,dl
2024-01-10,STORE0001,SKU0023,71.28980255126953,transformer,dl
2024-01-11,STORE0001,SKU0023,72.16436004638672,transformer,dl
2024-01-12,STORE0001,SKU0023,72.87025451660156,transformer,dl
2024-01-13,STORE0001,SKU0023,86.5074462890625,transformer,dl
2024-01-14,STORE0001,SKU0023,86.40851593017578,transformer,dl
2024-01-01,STORE0001,SKU0024,58.62208938598633,transformer,dl
2024-01-02,STORE0001,SKU0024,58.20565414428711,transformer,dl
2024-01-03,STORE0001,SKU0024,57.54709243774414,transformer,dl
2024-01-04,STORE0001,SKU0024,57.59617233276367,transformer,dl
2024-01-05,STORE0001,SKU0024,58.21170425415039,transformer,dl
2024-01-06,STORE0001,SKU0024,69.11848449707031,transformer,dl
2024-01-07,STORE0001,SKU0024,69.36746978759766,transformer,dl
2024-01-08,STORE0001,SKU0024,58.318382263183594,transformer,dl
2024-01-09,STORE0001,SKU0024,57.66339111328125,transformer,dl
2024-01-10,STORE0001,SKU0024,57.177616119384766,transformer,dl
2024-01-11,STORE0001,SKU0024,57.16920471191406,transformer,dl
2024-01-12,STORE0001,SKU0024,57.633792877197266,transformer,dl
2024-01-13,STORE0001,SKU0024,67.94847106933594,transformer,dl
2024-01-14,STORE0001,SKU0024,67.76809692382812,transformer,dl
2024-01-01,STORE0001,SKU0026,90.9414291381836,transformer,dl
2024-01-02,STORE0001,SKU0026,90.21333312988281,transformer,dl
2024-01-03,STORE0001,SKU0026,89.83123779296875,transformer,dl
2024-01-04,STORE0001,SKU0026,90.3829574584961,transformer,dl
2024-01-05,STORE0001,SKU0026,91.08712768554688,transformer,dl
2024-01-06,STORE0001,SKU0026,110.15447998046875,transformer,dl
2024-01-07,STORE0001,SKU0026,110.86076354980469,transformer,dl
2024-01-08,STORE0001,SKU0026,91.01190948486328,transformer,dl
2024-01-09,STORE0001,SKU0026,89.95851135253906,transformer,dl
2024-01-10,STORE0001,SKU0026,89.67294311523438,transformer,dl
2024-01-11,STORE0001,SKU0026,90.33153533935547,transformer,dl
2024-01-12,STORE0001,SKU0026,90.99020385742188,transformer,dl
2024-01-13,STORE0001,SKU0026,109.8861083984375,transformer,dl
2024-01-14,STORE0001,SKU0026,110.0150146484375,transformer,dl
2024-01-01,STORE0001,SKU0027,105.30197143554688,transformer,dl
2024-01-02,STORE0001,SKU0027,104.34016418457031,transformer,dl
2024-01-03,STORE0001,SKU0027,103.75910186767578,transformer,dl
2024-01-04,STORE0001,SKU0027,104.24090576171875,transformer,dl
2024-01-05,STORE0001,SKU0027,105.21168518066406,transformer,dl
2024-01-06,STORE0001,SKU0027,124.38322448730469,transformer,dl
2024-01-07,STORE0001,SKU0027,125.28498840332031,transformer,dl
2024-01-08,STORE0001,SKU0027,104.8646240234375,transformer,dl
2024-01-09,STORE0001,SKU0027,103.93749237060547,transformer,dl
2024-01-10,STORE0001,SKU0027,103.90278625488281,transformer,dl
2024-01-11,STORE0001,SKU0027,104.65570068359375,transformer,dl
2024-01-12,STORE0001,SKU0027,105.30497741699219,transformer,dl
2024-01-13,STORE0001,SKU0027,123.72212219238281,transformer,dl
2024-01-14,STORE0001,SKU0027,123.39784240722656,transformer,dl
2024-01-01,STORE0001,SKU0029,27.27029800415039,transformer,dl
2024-01-02,STORE0001,SKU0029,27.33595848083496,transformer,dl
2024-01-03,STORE0001,SKU0029,26.998817443847656,transformer,dl
2024-01-04,STORE0001,SKU0029,26.756446838378906,transformer,dl
2024-01-05,STORE0001,SKU0029,26.78696060180664,transformer,dl
2024-01-06,STORE0001,SKU0029,30.746305465698242,transformer,dl
2024-01-07,STORE0001,SKU0029,31.228910446166992,transformer,dl
2024-01-08,STORE0001,SKU0029,26.841201782226562,transformer,dl
2024-01-09,STORE0001,SKU0029,26.613399505615234,transformer,dl
2024-01-10,STORE0001,SKU0029,26.500431060791016,transformer,dl
2024-01-11,STORE0001,SKU0029,26.55319595336914,transformer,dl
2024-01-12,STORE0001,SKU0029,26.708328247070312,transformer,dl
2024-01-13,STORE0001,SKU0029,30.249961853027344,transformer,dl
2024-01-14,STORE0001,SKU0029,30.434921264648438,transformer,dl
2024-01-01,STORE0001,SKU0030,40.48896026611328,transformer,dl
2024-01-02,STORE0001,SKU0030,40.17808532714844,transformer,dl
2024-01-03,STORE0001,SKU0030,39.799373626708984,transformer,dl
2024-01-04,STORE0001,SKU0030,39.68621063232422,transformer,dl
2024-01-05,STORE0001,SKU0030,40.0933837890625,transformer,dl
2024-01-06,STORE0001,SKU0030,46.95745849609375,transformer,dl
2024-01-07,STORE0001,SKU0030,47.29425811767578,transformer,dl
2024-01-08,STORE0001,SKU0030,40.32049560546875,transformer,dl
2024-01-09,STORE0001,SKU0030,39.896080017089844,transformer,dl
2024-01-10,STORE0001,SKU0030,39.76863479614258,transformer,dl
2024-01-11,STORE0001,SKU0030,39.93482208251953,transformer,dl
2024-01-12,STORE0001,SKU0030,40.29444122314453,transformer,dl
2024-01-13,STORE0001,SKU0030,46.69313049316406,transformer,dl
2024-01-14,STORE0001,SKU0030,46.59161376953125,transformer,dl
2024-01-01,STORE0001,SKU0031,47.715293884277344,transformer,dl
2024-01-02,STORE0001,SKU0031,47.56468200683594,transformer,dl
2024-01-03,STORE0001,SKU0031,46.81471252441406,transformer,dl
2024-01-04,STORE0001,SKU0031,46.40892791748047,transformer,dl
2024-01-05,STORE0001,SKU0031,46.69228744506836,transformer,dl
2024-01-06,STORE0001,SKU0031,55.08017349243164,transformer,dl
2024-01-07,STORE0001,SKU0031,56.02888870239258,transformer,dl
2024-01-08,STORE0001,SKU0031,47.931236267089844,transformer,dl
2024-01-09,STORE0001,SKU0031,47.190643310546875,transformer,dl
2024-01-10,STORE0001,SKU0031,46.33406066894531,transformer,dl
2024-01-11,STORE0001,SKU0031,46.13927459716797,transformer,dl
2024-01-12,STORE0001,SKU0031,46.529022216796875,transformer,dl
2024-01-13,STORE0001,SKU0031,54.60353088378906,transformer,dl
2024-01-14,STORE0001,SKU0031,54.81313705444336,transformer,dl
2024-01-01,STORE0001,SKU0033,88.86940002441406,transformer,dl
2024-01-02,STORE0001,SKU0033,88.68904113769531,transformer,dl
2024-01-03,STORE0001,SKU0033,87.52826690673828,transformer,dl
2024-01-04,STORE0001,SKU0033,86.82792663574219,transformer,dl
2024-01-05,STORE0001,SKU0033,87.04109191894531,transformer,dl
2024-01-06,STORE0001,SKU0033,102.96688842773438,transformer,dl
2024-01-07,STORE0001,SKU0033,103.83387756347656,transformer,dl
2024-01-08,STORE0001,SKU0033,88.79856872558594,transformer,dl
2024-01-09,STORE0001,SKU0033,88.13693237304688,transformer,dl
2024-01-10,STORE0001,SKU0033,87.50279235839844,transformer,dl
2024-01-11,STORE0001,SKU0033,87.46125793457031,transformer,dl
2024-01-12,STORE0001,SKU0033,87.52094268798828,transformer,dl
2024-01-13,STORE0001,SKU0033,102.2798080444336,transformer,dl
2024-01-14,STORE0001,SKU0033,102.17976379394531,transformer,dl
2024-01-01,STORE0001,SKU0035,150.83419799804688,transformer,dl
2024-01-02,STORE0001,SKU0035,150.95291137695312,transformer,dl
2024-01-03,STORE0001,SKU0035,150.96578979492188,transformer,dl
2024-01-04,STORE0001,SKU0035,150.94773864746094,transformer,dl
2024-01-05,STORE0001,SKU0035,151.03021240234375,transformer,dl
2024-01-06,STORE0001,SKU0035,176.57191467285156,transformer,dl
2024-01-07,STORE0001,SKU0035,177.30421447753906,transformer,dl
2024-01-08,STORE0001,SKU0035,151.7426300048828,transformer,dl
2024-01-09,STORE0001,SKU0035,151.67503356933594,transformer,dl
2024-01-10,STORE0001,SKU0035,152.30690002441406,transformer,dl
2024-01-11,STORE0001,SKU0035,152.84072875976562,transformer,dl
2024-01-12,STORE0001,SKU0035,152.3514404296875,transformer,dl
2024-01-13,STORE0001,SKU0035,175.4591064453125,transformer,dl
2024-01-14,STORE0001,SKU0035,174.99180603027344,transformer,dl
2024-01-01,STORE0001,SKU0036,37.514739990234375,transformer,dl
2024-01-02,STORE0001,SKU0036,37.40736389160156,transformer,dl
2024-01-03,STORE0001,SKU0036,36.90129852294922,transformer,dl
2024-01-04,STORE0001,SKU0036,36.58634567260742,transformer,dl
2024-01-05,STORE0001,SKU0036,36.97019577026367,transformer,dl
2024-01-06,STORE0001,SKU0036,42.61479949951172,transformer,dl
2024-01-07,STORE0001,SKU0036,43.47917175292969,transformer,dl
2024-01-08,STORE0001,SKU0036,37.944915771484375,transformer,dl
2024-01-09,STORE0001,SKU0036,37.245662689208984,transformer,dl
2024-01-10,STORE0001,SKU0036,36.713600158691406,transformer,dl
2024-01-11,STORE0001,SKU0036,36.667301177978516,transformer,dl
2024-01-12,STORE0001,SKU0036,37.11903381347656,transformer,dl
2024-01-13,STORE0001,SKU0036,42.669883728027344,transformer,dl
2024-01-14,STORE0001,SKU0036,42.938453674316406,transformer,dl
2024-01-01,STORE0001,SKU0037,89.64228057861328,transformer,dl
2024-01-02,STORE0001,SKU0037,88.83497619628906,transformer,dl
2024-01-03,STORE0001,SKU0037,89.02792358398438,transformer,dl
2024-01-04,STORE0001,SKU0037,89.79606628417969,transformer,dl
2024-01-05,STORE0001,SKU0037,90.56240844726562,transformer,dl
2024-01-06,STORE0001,SKU0037,108.6791763305664,transformer,dl
2024-01-07,STORE0001,SKU0037,108.6656723022461,transformer,dl
2024-01-08,STORE0001,SKU0037,89.58068084716797,transformer,dl
2024-01-09,STORE0001,SKU0037,88.60973358154297,transformer,dl
2024-01-10,STORE0001,SKU0037,88.84596252441406,transformer,dl
2024-01-11,STORE0001,SKU0037,89.8434066772461,transformer,dl
2024-01-12,STORE0001,SKU0037,90.5503921508789,transformer,dl
2024-01-13,STORE0001,SKU0037,108.07632446289062,transformer,dl
2024-01-14,STORE0001,SKU0037,107.56617736816406,transformer,dl
2024-01-01,STORE0001,SKU0038,82.0911865234375,transformer,dl
2024-01-02,STORE0001,SKU0038,81.16224670410156,transformer,dl
2024-01-03,STORE0001,SKU0038,80.9810791015625,transformer,dl
2024-01-04,STORE0001,SKU0038,81.76564025878906,transformer,dl
2024-01-05,STORE0001,SKU0038,82.59649658203125,transformer,dl
2024-01-06,STORE0001,SKU0038,99.36849975585938,transformer,dl
2024-01-07,STORE0001,SKU0038,99.35749816894531,transformer,dl
2024-01-08,STORE0001,SKU0038,82.60383605957031,transformer,dl
2024-01-09,STORE0001,SKU0038,81.57266235351562,transformer,dl
2024-01-10,STORE0001,SKU0038,81.28108978271484,transformer,dl
2024-01-11,STORE0001,SKU0038,82.21681213378906,transformer,dl
2024-01-12,STORE0001,SKU0038,82.83818817138672,transformer,dl
2024-01-13,STORE0001,SKU0038,99.02994537353516,transformer,dl
2024-01-14,STORE0001,SKU0038,98.50428009033203,transformer,dl
2024-01-01,STORE0001,SKU0039,14.699535369873047,transformer,dl
2024-01-02,STORE0001,SKU0039,14.402137756347656,transformer,dl
2024-01-03,STORE0001,SKU0039,14.130680084228516,transformer,dl
2024-01-04,STORE0001,SKU0039,14.197769165039062,transformer,dl
