model,horizon_day,n,actual_units,wape,mape,mape_coverage,mae,rmse,smape,bias
tide,14,1004,70113.0,0.2801934440212099,0.4870445601387835,0.9970119521912351,19.56693519985965,29.726175043137854,0.30076613247698164,0.035288294220134644
transformer,1,1004,60959.0,0.2736485095671714,0.5475567591966773,0.9970119521912351,16.614879974805977,25.468095645877032,0.30165930028335874,0.06502146404788697
transformer,2,1004,58327.0,0.28250151592735145,0.6788511055930655,0.9950199203187251,16.41181864491497,25.01426999827478,0.31261602450455706,0.10147341592615937
transformer,3,1004,57659.0,0.2820508085553965,0.5987538064367968,0.99800796812749,16.19797566782431,24.069034538943583,0.31827787469741503,0.08756093271470149
transformer,4,1004,61054.0,0.26979281330849036,0.6418987681454522,0.9970119521912351,16.406305202924873,27.45543973804236,0.2900128624356155,0.06545797151770551
transformer,5,1004,57747.0,0.2586096259367539,0.4413239934958364,1.0,14.874432339611282,21.48963020335786,0.2794148052630142,0.06609631930664756
transformer,6,1004,70354.0,0.2936757490545927,0.7842450284513606,0.99800796812749,20.57894785755659,31.420566437126165,0.31227202765726564,0.13060576340247845
transformer,7,1004,69487.0,0.2855004205711558,0.5830892919991162,0.9970119521912351,19.759529605804687,29.390590648500417,0.3069883144014178,0.11288068370250073
transformer,8,1004,61309.0,0.2664662956147324,0.4456413987599152,0.9950199203187251,16.271695336497636,24.717014993856782,0.28923304036869607,0.031533366600292594
transformer,9,1004,57397.0,0.28340852229228025,0.5670019000321698,0.99800796812749,16.20199099004981,24.835644684592587,0.3059674641592959,0.03993953676454875
transformer,10,1004,61247.0,0.26057796091177526,0.6091073276923337,0.9970119521912351,15.896034235023407,25.17548859460212,0.2852757259583489,0.03629607580662871
transformer,11,1004,58393.0,0.2678032888894237,0.4880914554008526,0.999003984063745,15.575535306892547,24.121240993515233,0.2812565892517338,0.07179055555185306
transformer,12,1004,61311.0,0.2704741654092196,0.5113263692956386,0.99800796812749,16.516973660761618,25.347394889905868,0.2872661480565343,0.06027341516220397
transformer,13,1004,71887.0,0.26927184076887745,0.6228414926727979,0.9970119521912351,19.28002471847838,29.182860515336984,0.2861415476031626,0.07355940663823002
transformer,14,1004,70113.0,0.27838223292630276,0.49991518502076987,0.9970119521912351,19.440451690400263,29.552474962107976,0.2997361888314406,0.0682847515387653
