model,store_id,sku_id,n,actual_units,wape,mape,mape_coverage,mae,rmse,smape,bias
catboost,STORE0007,SKU0066,14,279.0,0.40752836098016926,0.7234432176893216,1.0,8.121458050961945,9.696425825790694,0.4205377839856167,0.2540485073943929
catboost,STORE0009,SKU0077,14,716.0,0.4063705707894444,0.7407824401532012,1.0,20.78295204894587,29.786755609304926,0.38689567677892606,0.36329373857656494
catboost,STORE0008,SKU0007,14,374.0,0.4063079655513571,2.3827401703617794,1.0,10.854227079729112,13.21077742676103,0.4669638959018763,0.12172676887671496
catboost,STORE0004,SKU0076,14,386.0,0.40550167811979015,0.5542614501812786,1.0,11.180260553874215,12.851924371143005,0.40164574330374936,0.2195297360109531
catboost,STORE0001,SKU0016,14,404.0,0.4035366434244654,0.7902545495668918,1.0,11.644914567391714,13.466753370004328,0.4627309811935439,0.10992576471776032
catboost,STORE0006,SKU0046,14,1571.0,0.4021474285517155,0.6929592206780943,1.0,45.1266864467675,57.139089808111294,0.42157909099598917,0.12421707762703381
catboost,STORE0007,SKU0061,14,794.0,0.4014234587958281,0.9511421575145329,1.0,22.76644473456339,29.42715556245054,0.4289688627631317,0.31027271082496366
catboost,STORE0003,SKU0050,14,170.0,0.4010812584811945,0.7577778382318918,1.0,4.870272424414504,5.727587348566151,0.44068870642343133,0.11939434102959848
catboost,STORE0002,SKU0062,14,188.0,0.40076645985219905,1.3759149272977764,1.0,5.381721032300959,6.732952715007278,0.4480611653923026,0.013056984507601418
catboost,STORE0001,SKU0058,14,1284.0,0.40015403188203397,1.281588578395264,1.0,36.69984120975226,44.63013039187702,0.4880264013600685,0.09117256314977927
catboost,STORE0007,SKU0039,14,183.0,0.39985495848875147,1.5342083082059863,1.0,5.2266755288172515,6.162495852768727,0.4761185343708484,0.07802426621051212
catboost,STORE0002,SKU0026,14,1008.0,0.39972640887568256,3.978766791660051,1.0,28.780301439049143,37.632729991962215,0.41682566792572967,0.27282761192537136
catboost,STORE0009,SKU0099,14,1318.0,0.3988750445657592,0.8726753257529148,1.0,37.55123633840504,46.71235997002467,0.4687457499487908,0.12764922961244124
catboost,STORE0002,SKU0038,14,1030.0,0.39304333148997395,0.6714647187735044,1.0,28.91675938819094,33.36742139115265,0.4127583968426033,0.11363785803579515
catboost,STORE0013,SKU0006,14,938.0,0.39208209722352333,0.5106705799150749,1.0,26.269500513976062,33.65205652368399,0.4042993471719637,-0.03603372932022135
catboost,STORE0003,SKU0008,14,243.0,0.39141134799806904,0.606288632304976,1.0,6.793782683109341,7.768805138134037,0.410038751207876,0.11285256040113134
catboost,STORE0006,SKU0091,14,294.0,0.3908583192529575,0.5368937252042378,1.0,8.208024704312107,10.698266214254433,0.38772585787146285,0.03145010072545783
catboost,STORE0005,SKU0075,14,553.0,0.38902819214656653,0.35428811100754554,0.9285714285714286,15.366613589789377,18.101733750335477,0.4692665758887747,-0.09863631042874146
catboost,STORE0011,SKU0035,14,2625.0,0.3884435839409571,0.7621854679916781,1.0,72.83317198892946,86.70808696612157,0.44485269347566864,0.005347306950722029
catboost,STORE0009,SKU0058,14,1123.0,0.38803500539734553,2.816853636549602,1.0,31.125950790087074,40.51566707542391,0.44570779547090755,0.11409808651916456
catboost,STORE0011,SKU0100,14,1173.0,0.38798293092324326,0.5136732739679989,1.0,32.50742699806888,36.08504538188305,0.3891319810070087,0.14004384216064952
catboost,STORE0006,SKU0012,14,852.0,0.38754916381277177,0.9652759497286266,1.0,23.58513482632011,27.402442089698532,0.44199650682858194,0.2686275892661578
catboost,STORE0006,SKU0098,14,581.0,0.38699161868868437,1.1650044191846727,1.0,16.060152175580402,19.760969832670924,0.4518945368167407,0.10360154425558783
catboost,STORE0008,SKU0035,14,2593.0,0.38693538230350877,1.9990307012200554,1.0,71.66596045092845,86.04333404363123,0.4292481964197093,0.08844183668780992
catboost,STORE0001,SKU0043,14,718.0,0.3863754099992586,0.46902881073107616,1.0,19.815538884247694,29.58230639301929,0.31570102857052085,0.2866498738560934
catboost,STORE0007,SKU0036,14,496.0,0.38380224171095867,0.833841044752128,1.0,13.597565134902537,16.14571486485516,0.4368756103815266,0.05881227618083538
catboost,STORE0007,SKU0027,14,1769.0,0.38351838441314184,1.4343441932922754,1.0,48.460287287632,57.01061402038481,0.4530935720680208,-0.03928125675933349
catboost,STORE0013,SKU0028,14,879.0,0.3800692272504443,6.252224109241039,1.0,23.86291791093861,31.74420830013062,0.4480059342882674,0.14998056562915293
catboost,STORE0003,SKU0086,14,117.0,0.37739107520101806,0.7589127738118011,1.0,3.153911128465651,3.921407487051125,0.40798726118705064,-0.006592005441712975
catboost,STORE0004,SKU0068,14,562.0,0.3766922667627657,0.4808899968320377,1.0,15.121503851476735,19.242535856670912,0.3460917833505528,0.2766262095075382
catboost,STORE0005,SKU0060,14,923.0,0.37595548505965865,0.5004802579628207,1.0,24.786208050718923,29.72751871332254,0.38236018497023133,0.08939395479110607
catboost,STORE0006,SKU0033,14,1674.0,0.3749179538822599,0.6659594699171814,1.0,44.82947534277879,55.333684122289895,0.4027451663066934,0.029403360952274273
catboost,STORE0008,SKU0031,14,917.0,0.3734413239099776,0.9232377525515226,1.0,24.46040671610353,31.459897217845313,0.4250269691355394,0.18040372046822012
catboost,STORE0007,SKU0048,14,761.0,0.37162409263214985,0.7867383728627555,1.0,20.20042389236186,24.783778054896963,0.3983027826430185,0.1355846383419416
catboost,STORE0006,SKU0071,14,423.0,0.37033287242991547,0.5597738640251676,1.0,11.189343216989588,13.353429456064987,0.3722011602779703,0.18513780231944707
catboost,STORE0002,SKU0084,14,259.0,0.36941283118873725,0.7275784973187386,1.0,6.834137376991639,8.483177106972603,0.4138178825572259,0.16831505445271114
catboost,STORE0012,SKU0053,14,428.0,0.3690012453683288,0.47171828497439233,1.0,11.280895215546051,12.468461869281846,0.3745361383898147,0.05893181384647114
catboost,STORE0011,SKU0020,14,659.0,0.3689645928033973,0.8940763162394821,1.0,17.367690475531344,22.501732779523536,0.40325505625080904,0.10483194440003803
catboost,STORE0007,SKU0055,14,138.0,0.36826879939814416,0.6869174251508935,1.0,3.630078165495992,4.545862692398175,0.39547456186014057,0.12342155874388976
catboost,STORE0002,SKU0017,14,1063.0,0.368030930859597,1.2524590575600327,1.0,27.944062821696544,35.77482732026121,0.42769357294865656,-0.009938893386361329
catboost,STORE0004,SKU0077,14,944.0,0.367967209302041,1.4809752445354258,1.0,24.81150325579477,33.41818688258003,0.4329324462220896,0.16171096523049394
catboost,STORE0004,SKU0029,14,525.0,0.3679209133320161,1.677757775089034,1.0,13.797034249950602,16.89639602246802,0.394001507653517,0.17518893579154365
catboost,STORE0005,SKU0006,14,2295.0,0.3673455823323417,0.37249747982339104,1.0,60.21843653233744,73.17725210817231,0.3805534711994225,-0.1925859160125014
catboost,STORE0009,SKU0010,14,379.0,0.36728422400770566,0.6454870069370651,1.0,9.942908635637176,12.01093690260164,0.36769665060021206,0.2736885096483291
catboost,STORE0007,SKU0034,14,1854.0,0.36684613915345066,0.48679617781481666,1.0,48.58091014217839,58.97662862790885,0.36162512408416386,0.1188078955819054
catboost,STORE0010,SKU0017,14,1321.0,0.3666286988266068,0.6457748111694821,1.0,34.594036510710545,48.41862285975274,0.36859667930103385,0.01575026321229133
catboost,STORE0009,SKU0012,14,729.0,0.36595254228668506,1.177449550406357,1.0,19.055671666213815,26.03128856079037,0.4284260578981827,0.22568839013388234
catboost,STORE0009,SKU0015,14,147.0,0.3641272712240581,1.017507577021637,1.0,3.8233363478526097,4.442694602078301,0.4203791460527522,0.026211027142305634
catboost,STORE0002,SKU0099,14,1098.0,0.3640533779280764,0.8699321202959832,1.0,28.55218635464485,41.85181813225398,0.3596242153296971,0.029392144927992265
catboost,STORE0008,SKU0051,14,1030.0,0.36390087651489517,1.3316437744942655,1.0,26.77270734359586,35.17407787268873,0.4223306625935254,0.0969940583920394
catboost,STORE0009,SKU0082,14,680.0,0.3638687443875684,1.1873730545676326,1.0,17.673624727396177,22.44476281558896,0.4082844717901829,0.2036070011733868
catboost,STORE0003,SKU0021,14,560.0,0.36323027876347397,1.2806850550447764,1.0,14.529211150538957,18.240181437178094,0.40267154689616474,0.10826578537131852
catboost,STORE0011,SKU0043,14,803.0,0.3626526686520642,0.9289015633672701,1.0,20.80072092340054,26.30017731043926,0.41954184942516826,0.14893521662621634
catboost,STORE0006,SKU0048,14,1136.0,0.3626306599229069,0.5449704130701495,1.0,29.424887833744442,34.00888448049561,0.3744081114605425,0.1632785568794798
catboost,STORE0007,SKU0053,14,352.0,0.36249333091098773,1.420883110427949,1.0,9.114118034333407,12.024736894858693,0.42506288879161785,0.023730023132495403
catboost,STORE0001,SKU0066,14,429.0,0.36213215877305893,0.8166054594076797,1.0,11.096764008117306,13.265233071878761,0.40892295213273433,0.08655076730399258
catboost,STORE0005,SKU0016,14,417.0,0.361330479862849,0.5015685474840856,1.0,10.76248643591486,13.465519225645538,0.37311930572848073,0.011884064401203558
catboost,STORE0013,SKU0068,14,381.0,0.36100445467279774,0.4234515128394053,1.0,9.824478373595424,12.82881111375129,0.3717441069493353,-0.11524226070161489
catboost,STORE0005,SKU0101,14,261.0,0.3605445850314489,1.0053852121810292,1.0,6.721581192372012,8.922321552673187,0.4478826147774173,-0.06708097154182878
catboost,STORE0001,SKU0026,14,1585.0,0.3596790842546005,0.5748245350102851,1.0,40.72081061025299,47.8531283622342,0.38829304482501537,0.07546567940242772
catboost,STORE0006,SKU0053,14,441.0,0.35896699975564833,0.5733704054452591,1.0,11.307460492302923,14.577741630254803,0.38380782479192854,0.018022947716928896
catboost,STORE0010,SKU0079,14,989.0,0.35836853558199505,0.5047493592926823,1.0,25.316177263613792,27.870471014866943,0.36380588082006154,0.13808744114531515
catboost,STORE0005,SKU0086,14,135.0,0.35771812055508867,0.36638978257427063,0.9285714285714286,3.449424733924069,5.2177637521796205,0.3920532488542903,0.20468230301685553
catboost,STORE0008,SKU0056,14,385.0,0.35752483595314977,0.47169560539824207,1.0,9.831932988711618,14.693678110629461,0.3288246117314996,0.011108006558930407
catboost,STORE0005,SKU0023,14,1133.0,0.357381984910459,0.5587389072651601,1.0,28.92241349311072,34.59986679105937,0.3716718645454437,0.13116425676681284
catboost,STORE0012,SKU0062,14,192.0,0.3562735982465477,0.8087500065452448,1.0,4.886037918809797,6.222415613121861,0.37205269040337835,0.2152357006531779
catboost,STORE0001,SKU0035,14,3090.0,0.35625663341855124,0.6590596597035611,1.0,78.63092837595165,104.43722743134995,0.3921622631453118,-0.10892184223671728
catboost,STORE0010,SKU0034,14,2551.0,0.35551753061272745,0.41545393308751855,1.0,64.78037289950484,89.01190886155338,0.36317448564216653,-0.08693046795626111
catboost,STORE0012,SKU0005,14,1255.0,0.354173573879385,0.48934414507810703,1.0,31.74913108704487,39.34570603975854,0.3723723082804473,0.03441179425289569
catboost,STORE0002,SKU0087,14,272.0,0.35397380957152563,0.6206893927838381,1.0,6.877205443103926,8.409558581338281,0.37534773479150235,0.16537671412631513
catboost,STORE0009,SKU0022,14,1233.0,0.3537866849961503,0.8034995105056051,1.0,31.15849875716095,38.36846183263186,0.397194722610552,0.06883354614963814
catboost,STORE0011,SKU0058,14,1296.0,0.35336931170905184,0.7381465572130707,1.0,32.71190199820937,40.50835767243804,0.3822297706082338,0.05516127796660973
catboost,STORE0005,SKU0041,14,1350.0,0.353155798816149,0.6241512537029841,1.0,34.05430917155722,49.43052794340735,0.33272288507057224,0.22168596933744492
catboost,STORE0010,SKU0097,14,883.0,0.3516507091376032,0.8493213460286555,1.0,22.179112583464548,26.869003895102402,0.4017239207456625,0.11593972787158263
catboost,STORE0004,SKU0028,14,1815.0,0.35078938032213025,0.7102435861788559,1.0,45.477337520333315,54.31096889576641,0.394212322346409,0.03614360682185679
catboost,STORE0003,SKU0070,14,996.0,0.35062451515314547,0.4141760231690204,0.9285714285714286,24.944429792323778,31.57870111106678,0.422652394278629,0.10707451148009707
catboost,STORE0006,SKU0056,14,379.0,0.3504572032692536,1.291584942772579,1.0,9.487377145646223,14.041540157631214,0.4019630403864037,0.04542025726384903
catboost,STORE0013,SKU0001,14,745.0,0.35022802710529205,0.48517193065583664,1.0,18.637134299531613,20.853006953341247,0.36581062069292997,0.12404123329220275
catboost,STORE0009,SKU0023,14,991.0,0.3500390387088197,0.403108598375297,1.0,24.777763382888594,30.12292342279687,0.33624779541521227,0.05530300903160891
catboost,STORE0010,SKU0040,14,367.0,0.34957727630529767,2.9885412930652437,1.0,9.163918600288875,13.20417375009562,0.3658328269592304,0.16487810920005352
catboost,STORE0009,SKU0003,14,237.0,0.3490581280802484,0.8106014752865203,1.0,5.909055453929919,7.459943724885923,0.3910787791384403,0.11921440937732884
catboost,STORE0012,SKU0013,14,1554.0,0.3490311506192804,3.304410505691217,1.0,38.74245771874013,46.969980911957926,0.44963741767253096,0.06458058067928452
catboost,STORE0010,SKU0089,14,507.0,0.34866432760522914,1.4049677520253412,1.0,12.626629578275084,18.24673614119229,0.41515061360519373,0.16634171183124769
catboost,STORE0009,SKU0093,14,889.0,0.34855114289314076,0.5433717561169119,1.0,22.13299757371444,26.714780771455988,0.3625523618809711,0.1706294938657768
catboost,STORE0006,SKU0088,14,402.0,0.34812835167798023,0.36171255602935043,1.0,9.996256955324862,12.119274231473323,0.369287757571063,-0.20779833604345901
catboost,STORE0006,SKU0069,14,1386.0,0.34736361856312314,0.6268623139223589,1.0,34.38899823774919,41.136464348409454,0.39454345428107146,0.1785727062200014
catboost,STORE0011,SKU0024,14,794.0,0.3470516727197743,0.664127692919836,1.0,19.682787724250055,24.366816342025697,0.37881947709527186,0.051386015253233906
catboost,STORE0003,SKU0088,14,242.0,0.34682270927681574,0.8756733370970535,0.9285714285714286,5.995078260356387,7.9856991502330885,0.4661699578874693,0.06673813928342634
catboost,STORE0009,SKU0009,14,705.0,0.34674043290501083,1.258202205413303,1.0,17.46085751414519,23.675363966746712,0.4028285300436896,0.09798095180430003
catboost,STORE0009,SKU0019,14,230.0,0.34669875726635946,0.6345053665849691,1.0,5.695765297947334,6.625375653541996,0.4117337920977742,0.1146188358951102
catboost,STORE0010,SKU0092,14,1253.0,0.34632254478915914,0.5392180948908886,1.0,30.995867758629743,36.76734672271832,0.37690630108835327,-0.04637162117880238
catboost,STORE0004,SKU0014,14,812.0,0.346153128055537,1.9256287135776586,1.0,20.076881427221146,26.001206806594087,0.37652071604386633,0.11772715356717832
catboost,STORE0006,SKU0031,14,943.0,0.34614483055975587,0.49588405033806293,1.0,23.315326801274985,29.10912286770689,0.3475077851567172,0.1694019825983255
catboost,STORE0012,SKU0097,14,907.0,0.3457197671506074,0.6899182053766485,1.0,22.397702057542922,26.529083286271423,0.4038942999761764,-0.03142445293939365
catboost,STORE0006,SKU0058,14,1505.0,0.3455860971319854,0.36223567641951127,0.9285714285714286,37.15050544168843,48.29903187439514,0.4206841213258067,-0.042476953530053374
catboost,STORE0001,SKU0065,14,1009.0,0.3455139620132188,0.7779098709974014,1.0,24.901684833666987,37.383459681514395,0.36160245575621214,0.09667874580502044
catboost,STORE0008,SKU0101,14,243.0,0.34533249174114894,0.8615438743163182,1.0,5.993985392364229,7.545661229840041,0.38182348792282433,0.13823403273183407
catboost,STORE0001,SKU0101,14,287.0,0.34484881543121887,0.5584092937824222,1.0,7.069400716339986,8.429331059026685,0.380236751506639,0.024313995842966018
catboost,STORE0010,SKU0020,14,601.0,0.34436659027229194,0.5708341966413127,0.9285714285714286,14.783165768117675,18.684354413369412,0.435788820911809,0.0843741248467426
catboost,STORE0012,SKU0083,14,1138.0,0.3440307635948545,2.569302203190223,1.0,27.964786355067464,36.206024376871575,0.40279810076436207,0.03652286466504197
catboost,STORE0012,SKU0060,14,689.0,0.343897194711028,1.0178975346337908,1.0,16.924654796849875,21.472331632871974,0.39522225309755793,0.062902299342479
catboost,STORE0003,SKU0093,14,800.0,0.34352910970881156,0.48422463286401507,1.0,19.630234840503515,24.12652951948583,0.35075224624663603,0.09681323698493412
catboost,STORE0012,SKU0022,14,1162.0,0.34335632228648577,0.6357515093085141,1.0,28.49857474977832,36.36393686172525,0.37456284995716577,0.11504326247158267
catboost,STORE0013,SKU0003,14,142.0,0.3429493800191994,0.5555863286927014,0.9285714285714286,3.478486568766165,4.616718064232215,0.42612086986963404,0.12622377770187393
catboost,STORE0010,SKU0036,14,589.0,0.3429231813563764,0.4985503472670413,1.0,14.427268129921837,17.024174596362155,0.3728548343242827,0.06461170452951967
catboost,STORE0005,SKU0082,14,911.0,0.3423851617823934,0.4279460120094999,1.0,22.27949159884003,25.521727599631085,0.3387790220569724,0.14816144809920792
catboost,STORE0012,SKU0043,14,719.0,0.34234397016661866,0.3417012966728216,1.0,17.581808182128487,20.975377937278463,0.33195788706379464,-0.025772760578780966
catboost,STORE0013,SKU0076,14,226.0,0.3409977386586832,0.7402668290029981,1.0,5.504677781204458,6.896237604715013,0.3760404799746346,0.0938588774545116
catboost,STORE0011,SKU0026,14,1462.0,0.3408533668731931,0.9976045174462319,1.0,35.59483016918631,45.80426778909823,0.37785710150330554,0.10304347242166186
catboost,STORE0011,SKU0015,14,141.0,0.34065288922742304,1.1711475592033798,1.0,3.430861241504761,4.4804253800132345,0.39403178721728704,0.17333308820333743
catboost,STORE0003,SKU0044,14,1028.0,0.3400115852001093,0.4490559248910686,1.0,24.966564970408026,29.770736458753095,0.35874059093271043,-0.04361154084907337
catboost,STORE0001,SKU0051,14,924.0,0.33995561126600005,0.9230138483928597,1.0,22.437070343556,26.68576955507458,0.37556655268216216,0.12800291463607932
catboost,STORE0003,SKU0096,14,947.0,0.33970211795715743,1.7664877440612374,1.0,22.978421836102005,28.34177800076042,0.37820886054614,0.04873455177639757
catboost,STORE0006,SKU0076,14,378.0,0.33899219604489256,0.6141159662859111,1.0,9.152789293212098,12.20603700550381,0.35017588570545416,0.21120018016699477
catboost,STORE0008,SKU0025,14,468.0,0.3389487908816288,0.6447681237190385,1.0,11.330573866614449,13.887919721282394,0.3622718254550229,0.18332942181786574
catboost,STORE0001,SKU0081,14,1013.0,0.3384633457397979,1.161115963586791,1.0,24.490240659601092,30.54547344211012,0.3729233277083525,0.014397668033693117
catboost,STORE0011,SKU0021,14,795.0,0.338444082331108,0.28285640751440977,0.9285714285714286,19.218788960945062,24.657516943953826,0.37265533577256005,0.19099060080538577
catboost,STORE0007,SKU0018,14,935.0,0.3375540308754289,0.4270866621045934,1.0,22.543787062037573,25.34374949874723,0.3533955166401352,0.0028269308823603125
catboost,STORE0008,SKU0097,14,1035.0,0.33746063942996146,0.43848020595810666,1.0,24.94798298642929,32.13787754365601,0.3307691465400006,0.0786169336836371
catboost,STORE0004,SKU0052,14,857.0,0.33726540393280924,0.4461638921688091,1.0,20.645460797886965,24.707143796510753,0.345950214721544,0.052936015292892574
catboost,STORE0006,SKU0102,14,1498.0,0.3368857356378798,0.5167544491826124,1.0,36.04677371325314,43.089560433908375,0.3392489180561979,0.22326396093898498
catboost,STORE0004,SKU0048,14,1242.0,0.3365782953148449,0.5659987381384578,1.0,29.859303055788384,38.99455211997704,0.37270940156785726,-0.034727307215732896
catboost,STORE0007,SKU0074,14,734.0,0.33595601984283585,0.5733766939354784,1.0,17.61369418318868,23.47605872162833,0.3488881848053133,0.13541360198639915
catboost,STORE0007,SKU0016,14,360.0,0.33544746649702095,0.2472757113391982,0.9285714285714286,8.625791995637682,13.635309139282468,0.3969719082830339,-0.16471768668725703
catboost,STORE0012,SKU0001,14,1615.0,0.3353776114424097,0.6450791907648554,1.0,38.688203034249405,46.942280224727895,0.38934654846966466,-0.1672650540992002
catboost,STORE0001,SKU0059,14,390.0,0.3351230542149866,0.5263304389794295,1.0,9.335570795988913,10.697132072555725,0.3715186254217338,0.060431658777829474
