date,year,month,day,weekofyear,weekday,is_weekend,is_holiday,temperature,rain_mm,store_id,country,city,channel,latitude,longitude,sku_id,sku_name,category,subcategory,brand,units_sold,list_price,discount_pct,promo_flag,gross_sales,net_sales,stock_on_hand,stock_out_flag,lead_time_days,supplier_id,purchase_cost,margin_pct
2021-01-18,2021,1,18,3,0,0,0,8.06,0.66,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,152,6.24,0.1,1,948.48,853.63,254,0,5,S026,3.43,0.351
2021-01-19,2021,1,19,3,1,0,0,13.01,5.84,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,44,6.24,0.0,0,274.56,274.56,236,0,2,S041,2.85,0.543
2021-01-20,2021,1,20,3,2,0,0,9.74,2.2,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,142,6.24,0.0,0,886.08,886.08,429,0,6,S043,4.66,0.254
2021-01-21,2021,1,21,3,3,0,0,11.58,4.56,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,114,6.24,0.0,0,711.36,711.36,204,0,5,S050,4.19,0.329
2021-01-22,2021,1,22,3,4,0,0,13.84,3.45,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,69,6.24,0.0,0,430.56,430.56,298,0,8,S003,4.02,0.356
2021-01-23,2021,1,23,3,5,1,0,11.28,0.54,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,136,6.24,0.0,0,848.64,848.64,289,0,8,S026,3.89,0.377
2021-01-24,2021,1,24,3,6,1,0,12.86,0.07,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,121,6.24,0.0,0,755.04,755.04,334,0,8,S042,2.96,0.526
2021-01-25,2021,1,25,4,0,0,0,17.19,5.09,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,230,6.24,0.2,1,1435.2,1148.16,337,0,7,S030,4.21,0.126
2021-01-26,2021,1,26,4,1,0,0,12.6,1.0,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,115,6.24,0.0,0,717.6,717.6,207,0,3,S015,3.45,0.447
2021-01-27,2021,1,27,4,2,0,0,16.99,0.79,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,134,6.24,0.0,0,836.16,836.16,200,0,10,S020,3.52,0.436
2021-01-28,2021,1,28,4,3,0,0,11.25,0.87,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,114,6.24,0.0,0,711.36,711.36,331,0,5,S032,3.47,0.445
2021-01-29,2021,1,29,4,4,0,0,16.38,3.27,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,108,6.24,0.0,0,673.92,673.92,217,0,5,S027,3.61,0.422
2021-01-30,2021,1,30,4,5,1,0,19.26,8.19,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,130,6.24,0.1,1,811.2,730.08,277,0,2,S031,3.72,0.304
2021-01-31,2021,1,31,4,6,1,0,7.67,1.2,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,171,6.24,0.0,0,1067.04,1067.04,282,0,5,S006,3.2,0.487
2021-02-01,2021,2,1,5,0,0,0,7.78,2.07,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,162,6.24,0.15,1,1010.88,859.25,300,0,4,S056,4.25,0.168
2021-02-02,2021,2,2,5,1,0,0,12.08,6.24,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,80,6.24,0.0,0,499.2,499.2,256,0,10,S020,3.44,0.448
2021-02-03,2021,2,3,5,2,0,0,9.91,1.76,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,134,6.24,0.0,0,836.16,836.16,401,0,9,S054,4.54,0.272
2021-02-04,2021,2,4,5,3,0,0,11.8,3.36,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,75,6.24,0.0,0,468.0,468.0,283,0,6,S037,3.78,0.394
2021-02-05,2021,2,5,5,4,0,0,9.05,1.19,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,71,6.24,0.0,0,443.04,443.04,374,0,6,S037,4.26,0.317
2021-02-06,2021,2,6,5,5,1,0,11.29,3.28,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,110,6.24,0.1,1,686.4,617.76,59,0,6,S044,4.21,0.226
2021-02-07,2021,2,7,5,6,1,0,10.74,1.44,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,136,6.24,0.1,1,848.64,763.78,446,0,7,S035,4.14,0.237
2021-02-08,2021,2,8,6,0,0,0,14.88,4.96,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,92,6.24,0.0,0,574.08,574.08,280,0,10,S028,2.91,0.534
2021-02-09,2021,2,9,6,1,0,0,12.31,5.56,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,242,6.24,0.1,1,1510.08,1359.07,405,0,5,S016,3.16,0.394
2021-02-10,2021,2,10,6,2,0,0,12.73,9.77,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,91,6.24,0.0,0,567.84,567.84,381,0,8,S010,4.64,0.256
2021-02-11,2021,2,11,6,3,0,0,10.65,3.74,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,127,6.24,0.0,0,792.48,792.48,425,0,5,S036,4.54,0.273
2021-02-12,2021,2,12,6,4,0,0,10.59,2.98,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,139,6.24,0.0,0,867.36,867.36,263,0,6,S038,4.44,0.289
2021-02-13,2021,2,13,6,5,1,0,10.92,2.58,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,104,6.24,0.0,0,648.96,648.96,278,0,5,S023,3.6,0.423
2021-02-14,2021,2,14,6,6,1,0,13.57,0.94,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,118,6.24,0.0,0,736.32,736.32,364,0,8,S047,3.06,0.51
2021-02-15,2021,2,15,7,0,0,0,11.29,3.02,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,270,6.24,0.15,1,1684.8,1432.08,324,0,8,S040,3.46,0.295
2021-02-16,2021,2,16,7,1,0,0,13.59,1.11,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,131,6.24,0.0,0,817.44,817.44,305,0,6,S006,4.11,0.342
2021-02-17,2021,2,17,7,2,0,0,19.11,2.51,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,38,6.24,0.0,0,237.12,237.12,106,0,3,S057,2.89,0.538
2021-02-18,2021,2,18,7,3,0,0,15.66,5.95,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,70,6.24,0.0,0,436.8,436.8,61,0,7,S047,3.25,0.479
2021-02-19,2021,2,19,7,4,0,0,12.23,1.02,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,129,6.24,0.0,0,804.96,804.96,283,0,6,S001,3.13,0.498
2021-02-20,2021,2,20,7,5,1,0,16.98,5.42,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,133,6.24,0.0,0,829.92,829.92,266,0,5,S015,4.6,0.263
2021-02-21,2021,2,21,7,6,1,0,12.31,5.95,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,254,6.24,0.2,1,1584.96,1267.97,319,0,7,S034,3.58,0.226
2021-02-22,2021,2,22,8,0,0,0,7.58,1.65,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,133,6.24,0.2,1,829.92,663.94,264,0,8,S022,3.26,0.278
2021-02-23,2021,2,23,8,1,0,0,10.83,4.37,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,115,6.24,0.0,0,717.6,717.6,229,0,8,S012,2.89,0.538
2021-02-24,2021,2,24,8,2,0,0,8.4,0.18,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,149,6.24,0.0,0,929.76,929.76,245,0,5,S020,3.74,0.4
2021-02-25,2021,2,25,8,3,0,0,13.12,5.89,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,125,6.24,0.0,0,780.0,780.0,355,0,4,S010,4.13,0.338
2021-02-26,2021,2,26,8,4,0,0,14.38,1.93,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,117,6.24,0.0,0,730.08,730.08,239,0,4,S055,3.33,0.467
2021-02-27,2021,2,27,8,5,1,0,19.51,1.0,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,159,6.24,0.0,0,992.16,992.16,275,0,8,S031,2.94,0.53
2021-02-28,2021,2,28,8,6,1,0,15.62,0.49,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,124,6.24,0.0,0,773.76,773.76,358,0,12,S025,2.95,0.527
2021-03-01,2021,3,1,9,0,0,0,9.51,4.52,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,114,6.24,0.0,0,711.36,711.36,257,0,7,S011,3.54,0.433
2021-03-02,2021,3,2,9,1,0,0,12.83,3.64,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,117,6.24,0.0,0,730.08,730.08,301,0,6,S010,4.38,0.298
2021-03-03,2021,3,3,9,2,0,0,3.88,1.28,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,139,6.24,0.0,0,867.36,867.36,365,0,8,S007,3.45,0.447
2021-03-04,2021,3,4,9,3,0,0,11.39,0.9,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,175,6.24,0.2,1,1092.0,873.6,277,0,5,S021,4.64,0.056
2021-03-05,2021,3,5,9,4,0,0,13.17,0.82,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,87,6.24,0.0,0,542.88,542.88,393,0,8,S023,4.56,0.269
2021-03-06,2021,3,6,9,5,1,0,6.6,0.77,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,312,6.24,0.1,1,1946.88,1752.19,337,0,6,S037,3.18,0.39
2021-03-07,2021,3,7,9,6,1,0,14.63,6.85,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,139,6.24,0.0,0,867.36,867.36,316,0,6,S049,4.38,0.299
2021-03-08,2021,3,8,10,0,0,0,12.39,1.03,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,252,6.24,0.15,1,1572.48,1336.61,283,0,7,S026,4.64,0.107
2021-03-09,2021,3,9,10,1,0,0,10.3,5.65,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,217,6.24,0.2,1,1354.08,1083.26,312,0,7,S016,3.47,0.244
2021-03-10,2021,3,10,10,2,0,0,13.61,6.56,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,135,6.24,0.0,0,842.4,842.4,232,0,9,S059,4.52,0.276
2021-03-11,2021,3,11,10,3,0,0,18.69,4.99,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,56,6.24,0.0,0,349.44,349.44,349,0,7,S044,3.75,0.399
2021-03-12,2021,3,12,10,4,0,0,12.6,0.71,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,165,6.24,0.0,0,1029.6,1029.6,243,0,5,S029,3.11,0.501
2021-03-13,2021,3,13,10,5,1,0,12.96,3.21,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,173,6.24,0.2,1,1079.52,863.62,422,0,5,S019,4.63,0.059
2021-03-14,2021,3,14,10,6,1,0,11.01,1.93,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,118,6.24,0.0,0,736.32,736.32,253,0,5,S014,3.15,0.495
2021-03-15,2021,3,15,11,0,0,0,10.0,0.71,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,130,6.24,0.0,0,811.2,811.2,214,0,6,S037,4.02,0.356
2021-03-16,2021,3,16,11,1,0,0,15.21,2.97,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,128,6.24,0.0,0,798.72,798.72,268,0,6,S044,3.67,0.412
2021-03-17,2021,3,17,11,2,0,0,10.32,1.54,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,96,6.24,0.0,0,599.04,599.04,309,0,8,S027,3.48,0.442
2021-03-18,2021,3,18,11,3,0,0,13.26,5.56,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,152,6.24,0.0,0,948.48,948.48,389,0,8,S015,3.93,0.371
2021-03-19,2021,3,19,11,4,0,0,11.78,0.61,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,149,6.24,0.0,0,929.76,929.76,301,0,6,S039,4.21,0.326
2021-03-20,2021,3,20,11,5,1,0,14.81,2.6,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,204,6.24,0.1,1,1272.96,1145.66,360,0,8,S039,3.83,0.286
2021-03-21,2021,3,21,11,6,1,0,14.54,2.85,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,319,6.24,0.3,1,1990.56,1393.39,246,0,4,S017,3.62,0.119
2021-03-22,2021,3,22,12,0,0,0,16.81,1.22,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,73,6.24,0.0,0,455.52,455.52,342,0,8,S040,3.2,0.487
2021-03-23,2021,3,23,12,1,0,0,12.33,3.76,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,84,6.24,0.0,0,524.16,524.16,399,0,3,S022,3.07,0.508
2021-03-24,2021,3,24,12,2,0,0,13.21,0.58,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,99,6.24,0.0,0,617.76,617.76,317,0,9,S059,3.31,0.469
2021-03-25,2021,3,25,12,3,0,0,11.24,4.61,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,119,6.24,0.0,0,742.56,742.56,273,0,6,S039,3.07,0.508
2021-03-26,2021,3,26,12,4,0,0,12.99,2.04,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,79,6.24,0.0,0,492.96,492.96,329,0,10,S019,4.68,0.25
2021-03-27,2021,3,27,12,5,1,0,15.61,2.38,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,198,6.24,0.0,0,1235.52,1235.52,207,0,11,S001,4.67,0.251
2021-03-28,2021,3,28,12,6,1,0,16.91,7.82,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,146,6.24,0.2,1,911.04,728.83,325,0,5,S013,3.29,0.273
2021-03-29,2021,3,29,13,0,0,0,12.02,1.0,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,141,6.24,0.0,0,879.84,879.84,200,0,7,S036,4.56,0.27
2021-03-30,2021,3,30,13,1,0,0,17.55,0.03,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,179,6.24,0.0,0,1116.96,1116.96,251,0,7,S037,3.17,0.492
2021-03-31,2021,3,31,13,2,0,0,19.15,3.54,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,207,6.24,0.0,0,1291.68,1291.68,229,0,8,S023,4.44,0.289
2021-04-01,2021,4,1,13,3,0,0,11.41,2.54,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,131,6.24,0.2,1,817.44,653.95,234,0,6,S021,4.34,0.105
2021-04-02,2021,4,2,13,4,0,0,15.97,3.05,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,121,6.24,0.0,0,755.04,755.04,197,0,6,S051,3.05,0.511
2021-04-03,2021,4,3,13,5,1,0,8.19,3.47,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,77,6.24,0.0,0,480.48,480.48,281,0,9,S048,3.63,0.419
2021-04-04,2021,4,4,13,6,1,0,6.95,3.9,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,134,6.24,0.0,0,836.16,836.16,487,0,6,S019,4.56,0.269
2021-04-05,2021,4,5,14,0,0,0,5.52,5.33,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,206,6.24,0.1,1,1285.44,1156.9,368,0,5,S027,3.43,0.35
2021-04-06,2021,4,6,14,1,0,0,15.52,3.23,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,85,6.24,0.0,0,530.4,530.4,493,0,6,S024,4.36,0.301
2021-04-07,2021,4,7,14,2,0,0,13.17,1.28,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,85,6.24,0.0,0,530.4,530.4,377,0,4,S028,4.36,0.301
2021-04-08,2021,4,8,14,3,0,0,11.21,4.02,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,118,6.24,0.0,0,736.32,736.32,237,0,6,S050,4.52,0.276
2021-04-09,2021,4,9,14,4,0,0,12.38,7.7,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,139,6.24,0.0,0,867.36,867.36,392,0,6,S043,4.15,0.335
2021-04-10,2021,4,10,14,5,1,0,8.34,1.6,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,268,6.24,0.2,1,1672.32,1337.86,301,0,8,S042,3.71,0.206
2021-04-11,2021,4,11,14,6,1,0,19.22,0.92,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,117,6.24,0.0,0,730.08,730.08,341,0,5,S024,4.09,0.345
2021-04-12,2021,4,12,15,0,0,0,12.44,5.32,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,7,6.24,0.0,0,43.68,43.68,373,1,4,S013,4.12,0.34
2021-04-13,2021,4,13,15,1,0,0,12.55,1.64,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,87,6.24,0.0,0,542.88,542.88,268,0,8,S005,4.65,0.255
2021-04-14,2021,4,14,15,2,0,0,14.56,4.52,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,190,6.24,0.15,1,1185.6,1007.76,372,0,5,S031,2.81,0.399
2021-04-15,2021,4,15,15,3,0,0,14.0,4.54,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,58,6.24,0.0,0,361.92,361.92,289,0,4,S004,2.86,0.542
2021-04-16,2021,4,16,15,4,0,0,13.39,0.39,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,10,6.24,0.0,0,62.4,62.4,295,1,6,S033,3.14,0.496
2021-04-17,2021,4,17,15,5,1,0,10.51,1.73,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0001,BrandA Soda,Beverages,Soda,BrandA,111,6.24,0.0,0,692.64,692.64,276,0,5,S032,4.51,0.278
