store_id,sku_id,date,is_holiday,is_weekend,promo_flag
STORE0001,SKU0011,2024-01-09,0,0,0
STORE0001,SKU0011,2024-01-10,0,0,0
STORE0001,SKU0011,2024-01-11,0,0,0
STORE0001,SKU0011,2024-01-12,0,0,0
STORE0001,SKU0011,2024-01-13,0,1,0
STORE0001,SKU0011,2024-01-14,0,1,0
STORE0001,SKU0012,2024-01-01,0,0,0
STORE0001,SKU0012,2024-01-02,0,0,0
STORE0001,SKU0012,2024-01-03,0,0,0
STORE0001,SKU0012,2024-01-04,0,0,0
STORE0001,SKU0012,2024-01-05,0,0,0
STORE0001,SKU0012,2024-01-06,0,1,0
STORE0001,SKU0012,2024-01-07,0,1,0
STORE0001,SKU0012,2024-01-08,0,0,0
STORE0001,SKU0012,2024-01-09,0,0,0
STORE0001,SKU0012,2024-01-10,0,0,0
STORE0001,SKU0012,2024-01-11,0,0,0
STORE0001,SKU0012,2024-01-12,0,0,0
STORE0001,SKU0012,2024-01-13,0,1,0
STORE0001,SKU0012,2024-01-14,0,1,0
STORE0001,SKU0014,2024-01-01,0,0,0
STORE0001,SKU0014,2024-01-02,0,0,0
STORE0001,SKU0014,2024-01-03,0,0,0
STORE0001,SKU0014,2024-01-04,0,0,0
STORE0001,SKU0014,2024-01-05,0,0,0
STORE0001,SKU0014,2024-01-06,0,1,0
STORE0001,SKU0014,2024-01-07,0,1,0
STORE0001,SKU0014,2024-01-08,0,0,0
STORE0001,SKU0014,2024-01-09,0,0,0
STORE0001,SKU0014,2024-01-10,0,0,0
STORE0001,SKU0014,2024-01-11,0,0,0
STORE0001,SKU0014,2024-01-12,0,0,0
STORE0001,SKU0014,2024-01-13,0,1,0
STORE0001,SKU0014,2024-01-14,0,1,0
STORE0001,SKU0015,2024-01-01,0,0,0
STORE0001,SKU0015,2024-01-02,0,0,0
STORE0001,SKU0015,2024-01-03,0,0,0
STORE0001,SKU0015,2024-01-04,0,0,0
STORE0001,SKU0015,2024-01-05,0,0,0
STORE0001,SKU0015,2024-01-06,0,1,0
STORE0001,SKU0015,2024-01-07,0,1,0
STORE0001,SKU0015,2024-01-08,0,0,0
STORE0001,SKU0015,2024-01-09,0,0,0
STORE0001,SKU0015,2024-01-10,0,0,0
STORE0001,SKU0015,2024-01-11,0,0,0
STORE0001,SKU0015,2024-01-12,0,0,0
STORE0001,SKU0015,2024-01-13,0,1,0
STORE0001,SKU0015,2024-01-14,0,1,0
STORE0001,SKU0016,2024-01-01,0,0,0
STORE0001,SKU0016,2024-01-02,0,0,0
STORE0001,SKU0016,2024-01-03,0,0,0
STORE0001,SKU0016,2024-01-04,0,0,0
STORE0001,SKU0016,2024-01-05,0,0,0
STORE0001,SKU0016,2024-01-06,0,1,0
STORE0001,SKU0016,2024-01-07,0,1,0
STORE0001,SKU0016,2024-01-08,0,0,0
STORE0001,SKU0016,2024-01-09,0,0,0
STORE0001,SKU0016,2024-01-10,0,0,0
STORE0001,SKU0016,2024-01-11,0,0,0
STORE0001,SKU0016,2024-01-12,0,0,0
STORE0001,SKU0016,2024-01-13,0,1,0
STORE0001,SKU0016,2024-01-14,0,1,0
STORE0001,SKU0017,2024-01-01,0,0,0
STORE0001,SKU0017,2024-01-02,0,0,0
STORE0001,SKU0017,2024-01-03,0,0,0
STORE0001,SKU0017,2024-01-04,0,0,0
STORE0001,SKU0017,2024-01-05,0,0,0
STORE0001,SKU0017,2024-01-06,0,1,0
STORE0001,SKU0017,2024-01-07,0,1,0
STORE0001,SKU0017,2024-01-08,0,0,0
STORE0001,SKU0017,2024-01-09,0,0,0
STORE0001,SKU0017,2024-01-10,0,0,0
STORE0001,SKU0017,2024-01-11,0,0,0
STORE0001,SKU0017,2024-01-12,0,0,0
STORE0001,SKU0017,2024-01-13,0,1,0
STORE0001,SKU0017,2024-01-14,0,1,0
STORE0001,SKU0018,2024-01-01,0,0,0
STORE0001,SKU0018,2024-01-02,0,0,0
STORE0001,SKU0018,2024-01-03,0,0,0
STORE0001,SKU0018,2024-01-04,0,0,0
STORE0001,SKU0018,2024-01-05,0,0,0
STORE0001,SKU0018,2024-01-06,0,1,0
STORE0001,SKU0018,2024-01-07,0,1,0
STORE0001,SKU0018,2024-01-08,0,0,0
STORE0001,SKU0018,2024-01-09,0,0,0
STORE0001,SKU0018,2024-01-10,0,0,0
STORE0001,SKU0018,2024-01-11,0,0,0
STORE0001,SKU0018,2024-01-12,0,0,0
STORE0001,SKU0018,2024-01-13,0,1,0
STORE0001,SKU0018,2024-01-14,0,1,0
STORE0001,SKU0019,2024-01-01,0,0,0
STORE0001,SKU0019,2024-01-02,0,0,0
STORE0001,SKU0019,2024-01-03,0,0,0
STORE0001,SKU0019,2024-01-04,0,0,0
STORE0001,SKU0019,2024-01-05,0,0,0
STORE0001,SKU0019,2024-01-06,0,1,0
STORE0001,SKU0019,2024-01-07,0,1,0
STORE0001,SKU0019,2024-01-08,0,0,0
STORE0001,SKU0019,2024-01-09,0,0,0
STORE0001,SKU0019,2024-01-10,0,0,0
STORE0001,SKU0019,2024-01-11,0,0,0
STORE0001,SKU0019,2024-01-12,0,0,0
STORE0001,SKU0019,2024-01-13,0,1,0
STORE0001,SKU0019,2024-01-14,0,1,0
STORE0001,SKU0020,2024-01-01,0,0,0
STORE0001,SKU0020,2024-01-02,0,0,0
STORE0001,SKU0020,2024-01-03,0,0,0
STORE0001,SKU0020,2024-01-04,0,0,0
STORE0001,SKU0020,2024-01-05,0,0,0
STORE0001,SKU0020,2024-01-06,0,1,0
STORE0001,SKU0020,2024-01-07,0,1,0
STORE0001,SKU0020,2024-01-08,0,0,0
STORE0001,SKU0020,2024-01-09,0,0,0
STORE0001,SKU0020,2024-01-10,0,0,0
STORE0001,SKU0020,2024-01-11,0,0,0
STORE0001,SKU0020,2024-01-12,0,0,0
STORE0001,SKU0020,2024-01-13,0,1,0
STORE0001,SKU0020,2024-01-14,0,1,0
STORE0001,SKU0021,2024-01-01,0,0,0
STORE0001,SKU0021,2024-01-02,0,0,0
STORE0001,SKU0021,2024-01-03,0,0,0
STORE0001,SKU0021,2024-01-04,0,0,0
STORE0001,SKU0021,2024-01-05,0,0,0
STORE0001,SKU0021,2024-01-06,0,1,0
STORE0001,SKU0021,2024-01-07,0,1,0
STORE0001,SKU0021,2024-01-08,0,0,0
STORE0001,SKU0021,2024-01-09,0,0,0
STORE0001,SKU0021,2024-01-10,0,0,0
STORE0001,SKU0021,2024-01-11,0,0,0
STORE0001,SKU0021,2024-01-12,0,0,0
STORE0001,SKU0021,2024-01-13,0,1,0
STORE0001,SKU0021,2024-01-14,0,1,0
STORE0001,SKU0023,2024-01-01,0,0,0
STORE0001,SKU0023,2024-01-02,0,0,0
STORE0001,SKU0023,2024-01-03,0,0,0
STORE0001,SKU0023,2024-01-04,0,0,0
STORE0001,SKU0023,2024-01-05,0,0,0
STORE0001,SKU0023,2024-01-06,0,1,0
STORE0001,SKU0023,2024-01-07,0,1,0
STORE0001,SKU0023,2024-01-08,0,0,0
STORE0001,SKU0023,2024-01-09,0,0,0
STORE0001,SKU0023,2024-01-10,0,0,0
STORE0001,SKU0023,2024-01-11,0,0,0
STORE0001,SKU0023,2024-01-12,0,0,0
STORE0001,SKU0023,2024-01-13,0,1,0
STORE0001,SKU0023,2024-01-14,0,1,0
STORE0001,SKU0024,2024-01-01,0,0,0
STORE0001,SKU0024,2024-01-02,0,0,0
STORE0001,SKU0024,2024-01-03,0,0,0
STORE0001,SKU0024,2024-01-04,0,0,0
STORE0001,SKU0024,2024-01-05,0,0,0
STORE0001,SKU0024,2024-01-06,0,1,0
STORE0001,SKU0024,2024-01-07,0,1,0
STORE0001,SKU0024,2024-01-08,0,0,0
STORE0001,SKU0024,2024-01-09,0,0,0
STORE0001,SKU0024,2024-01-10,0,0,0
STORE0001,SKU0024,2024-01-11,0,0,0
STORE0001,SKU0024,2024-01-12,0,0,0
STORE0001,SKU0024,2024-01-13,0,1,0
STORE0001,SKU0024,2024-01-14,0,1,0
STORE0001,SKU0026,2024-01-01,0,0,0
STORE0001,SKU0026,2024-01-02,0,0,0
STORE0001,SKU0026,2024-01-03,0,0,0
STORE0001,SKU0026,2024-01-04,0,0,0
STORE0001,SKU0026,2024-01-05,0,0,0
STORE0001,SKU0026,2024-01-06,0,1,0
STORE0001,SKU0026,2024-01-07,0,1,0
STORE0001,SKU0026,2024-01-08,0,0,0
STORE0001,SKU0026,2024-01-09,0,0,0
STORE0001,SKU0026,2024-01-10,0,0,0
STORE0001,SKU0026,2024-01-11,0,0,0
STORE0001,SKU0026,2024-01-12,0,0,0
STORE0001,SKU0026,2024-01-13,0,1,0
STORE0001,SKU0026,2024-01-14,0,1,0
STORE0001,SKU0027,2024-01-01,0,0,0
STORE0001,SKU0027,2024-01-02,0,0,0
STORE0001,SKU0027,2024-01-03,0,0,0
STORE0001,SKU0027,2024-01-04,0,0,0
STORE0001,SKU0027,2024-01-05,0,0,0
STORE0001,SKU0027,2024-01-06,0,1,0
STORE0001,SKU0027,2024-01-07,0,1,0
STORE0001,SKU0027,2024-01-08,0,0,0
STORE0001,SKU0027,2024-01-09,0,0,0
STORE0001,SKU0027,2024-01-10,0,0,0
STORE0001,SKU0027,2024-01-11,0,0,0
STORE0001,SKU0027,2024-01-12,0,0,0
STORE0001,SKU0027,2024-01-13,0,1,0
STORE0001,SKU0027,2024-01-14,0,1,0
STORE0001,SKU0029,2024-01-01,0,0,0
STORE0001,SKU0029,2024-01-02,0,0,0
STORE0001,SKU0029,2024-01-03,0,0,0
STORE0001,SKU0029,2024-01-04,0,0,0
STORE0001,SKU0029,2024-01-05,0,0,0
STORE0001,SKU0029,2024-01-06,0,1,0
STORE0001,SKU0029,2024-01-07,0,1,0
STORE0001,SKU0029,2024-01-08,0,0,0
STORE0001,SKU0029,2024-01-09,0,0,0
STORE0001,SKU0029,2024-01-10,0,0,0
STORE0001,SKU0029,2024-01-11,0,0,0
STORE0001,SKU0029,2024-01-12,0,0,0
STORE0001,SKU0029,2024-01-13,0,1,0
STORE0001,SKU0029,2024-01-14,0,1,0
STORE0001,SKU0030,2024-01-01,0,0,0
STORE0001,SKU0030,2024-01-02,0,0,0
STORE0001,SKU0030,2024-01-03,0,0,0
STORE0001,SKU0030,2024-01-04,0,0,0
STORE0001,SKU0030,2024-01-05,0,0,0
STORE0001,SKU0030,2024-01-06,0,1,0
STORE0001,SKU0030,2024-01-07,0,1,0
STORE0001,SKU0030,2024-01-08,0,0,0
STORE0001,SKU0030,2024-01-09,0,0,0
STORE0001,SKU0030,2024-01-10,0,0,0
STORE0001,SKU0030,2024-01-11,0,0,0
STORE0001,SKU0030,2024-01-12,0,0,0
STORE0001,SKU0030,2024-01-13,0,1,0
STORE0001,SKU0030,2024-01-14,0,1,0
STORE0001,SKU0031,2024-01-01,0,0,0
STORE0001,SKU0031,2024-01-02,0,0,0
STORE0001,SKU0031,2024-01-03,0,0,0
STORE0001,SKU0031,2024-01-04,0,0,0
STORE0001,SKU0031,2024-01-05,0,0,0
STORE0001,SKU0031,2024-01-06,0,1,0
STORE0001,SKU0031,2024-01-07,0,1,0
STORE0001,SKU0031,2024-01-08,0,0,0
STORE0001,SKU0031,2024-01-09,0,0,0
STORE0001,SKU0031,2024-01-10,0,0,0
STORE0001,SKU0031,2024-01-11,0,0,0
STORE0001,SKU0031,2024-01-12,0,0,0
STORE0001,SKU0031,2024-01-13,0,1,0
STORE0001,SKU0031,2024-01-14,0,1,0
STORE0001,SKU0033,2024-01-01,0,0,0
STORE0001,SKU0033,2024-01-02,0,0,0
STORE0001,SKU0033,2024-01-03,0,0,0
STORE0001,SKU0033,2024-01-04,0,0,0
STORE0001,SKU0033,2024-01-05,0,0,0
STORE0001,SKU0033,2024-01-06,0,1,0
STORE0001,SKU0033,2024-01-07,0,1,0
STORE0001,SKU0033,2024-01-08,0,0,0
STORE0001,SKU0033,2024-01-09,0,0,0
STORE0001,SKU0033,2024-01-10,0,0,0
STORE0001,SKU0033,2024-01-11,0,0,0
STORE0001,SKU0033,2024-01-12,0,0,0
STORE0001,SKU0033,2024-01-13,0,1,0
STORE0001,SKU0033,2024-01-14,0,1,0
STORE0001,SKU0035,2024-01-01,0,0,0
STORE0001,SKU0035,2024-01-02,0,0,0
STORE0001,SKU0035,2024-01-03,0,0,0
STORE0001,SKU0035,2024-01-04,0,0,0
STORE0001,SKU0035,2024-01-05,0,0,0
STORE0001,SKU0035,2024-01-06,0,1,0
STORE0001,SKU0035,2024-01-07,0,1,0
STORE0001,SKU0035,2024-01-08,0,0,0
STORE0001,SKU0035,2024-01-09,0,0,0
STORE0001,SKU0035,2024-01-10,0,0,0
STORE0001,SKU0035,2024-01-11,0,0,0
STORE0001,SKU0035,2024-01-12,0,0,0
STORE0001,SKU0035,2024-01-13,0,1,0
STORE0001,SKU0035,2024-01-14,0,1,0
STORE0001,SKU0036,2024-01-01,0,0,0
STORE0001,SKU0036,2024-01-02,0,0,0
STORE0001,SKU0036,2024-01-03,0,0,0
STORE0001,SKU0036,2024-01-04,0,0,0
STORE0001,SKU0036,2024-01-05,0,0,0
STORE0001,SKU0036,2024-01-06,0,1,0
STORE0001,SKU0036,2024-01-07,0,1,0
STORE0001,SKU0036,2024-01-08,0,0,0
STORE0001,SKU0036,2024-01-09,0,0,0
STORE0001,SKU0036,2024-01-10,0,0,0
STORE0001,SKU0036,2024-01-11,0,0,0
STORE0001,SKU0036,2024-01-12,0,0,0
STORE0001,SKU0036,2024-01-13,0,1,0
STORE0001,SKU0036,2024-01-14,0,1,0
STORE0001,SKU0037,2024-01-01,0,0,0
STORE0001,SKU0037,2024-01-02,0,0,0
STORE0001,SKU0037,2024-01-03,0,0,0
STORE0001,SKU0037,2024-01-04,0,0,0
STORE0001,SKU0037,2024-01-05,0,0,0
STORE0001,SKU0037,2024-01-06,0,1,0
STORE0001,SKU0037,2024-01-07,0,1,0
STORE0001,SKU0037,2024-01-08,0,0,0
STORE0001,SKU0037,2024-01-09,0,0,0
STORE0001,SKU0037,2024-01-10,0,0,0
STORE0001,SKU0037,2024-01-11,0,0,0
STORE0001,SKU0037,2024-01-12,0,0,0
STORE0001,SKU0037,2024-01-13,0,1,0
STORE0001,SKU0037,2024-01-14,0,1,0
STORE0001,SKU0038,2024-01-01,0,0,0
STORE0001,SKU0038,2024-01-02,0,0,0
STORE0001,SKU0038,2024-01-03,0,0,0
STORE0001,SKU0038,2024-01-04,0,0,0
STORE0001,SKU0038,2024-01-05,0,0,0
STORE0001,SKU0038,2024-01-06,0,1,0
STORE0001,SKU0038,2024-01-07,0,1,0
STORE0001,SKU0038,2024-01-08,0,0,0
STORE0001,SKU0038,2024-01-09,0,0,0
STORE0001,SKU0038,2024-01-10,0,0,0
STORE0001,SKU0038,2024-01-11,0,0,0
STORE0001,SKU0038,2024-01-12,0,0,0
STORE0001,SKU0038,2024-01-13,0,1,0
STORE0001,SKU0038,2024-01-14,0,1,0
STORE0001,SKU0039,2024-01-01,0,0,0
STORE0001,SKU0039,2024-01-02,0,0,0
STORE0001,SKU0039,2024-01-03,0,0,0
STORE0001,SKU0039,2024-01-04,0,0,0
STORE0001,SKU0039,2024-01-05,0,0,0
STORE0001,SKU0039,2024-01-06,0,1,0
STORE0001,SKU0039,2024-01-07,0,1,0
STORE0001,SKU0039,2024-01-08,0,0,0
STORE0001,SKU0039,2024-01-09,0,0,0
STORE0001,SKU0039,2024-01-10,0,0,0
STORE0001,SKU0039,2024-01-11,0,0,0
STORE0001,SKU0039,2024-01-12,0,0,0
STORE0001,SKU0039,2024-01-13,0,1,0
STORE0001,SKU0039,2024-01-14,0,1,0
STORE0001,SKU0040,2024-01-01,0,0,0
STORE0001,SKU0040,2024-01-02,0,0,0
STORE0001,SKU0040,2024-01-03,0,0,0
STORE0001,SKU0040,2024-01-04,0,0,0
STORE0001,SKU0040,2024-01-05,0,0,0
STORE0001,SKU0040,2024-01-06,0,1,0
STORE0001,SKU0040,2024-01-07,0,1,0
STORE0001,SKU0040,2024-01-08,0,0,0
STORE0001,SKU0040,2024-01-09,0,0,0
STORE0001,SKU0040,2024-01-10,0,0,0
STORE0001,SKU0040,2024-01-11,0,0,0
STORE0001,SKU0040,2024-01-12,0,0,0
STORE0001,SKU0040,2024-01-13,0,1,0
STORE0001,SKU0040,2024-01-14,0,1,0
STORE0001,SKU0041,2024-01-01,0,0,0
STORE0001,SKU0041,2024-01-02,0,0,0
STORE0001,SKU0041,2024-01-03,0,0,0
STORE0001,SKU0041,2024-01-04,0,0,0
STORE0001,SKU0041,2024-01-05,0,0,0
STORE0001,SKU0041,2024-01-06,0,1,0
STORE0001,SKU0041,2024-01-07,0,1,0
STORE0001,SKU0041,2024-01-08,0,0,0
STORE0001,SKU0041,2024-01-09,0,0,0
STORE0001,SKU0041,2024-01-10,0,0,0
STORE0001,SKU0041,2024-01-11,0,0,0
STORE0001,SKU0041,2024-01-12,0,0,0
STORE0001,SKU0041,2024-01-13,0,1,0
STORE0001,SKU0041,2024-01-14,0,1,0
STORE0001,SKU0042,2024-01-01,0,0,0
STORE0001,SKU0042,2024-01-02,0,0,0
STORE0001,SKU0042,2024-01-03,0,0,0
STORE0001,SKU0042,2024-01-04,0,0,0
STORE0001,SKU0042,2024-01-05,0,0,0
STORE0001,SKU0042,2024-01-06,0,1,0
STORE0001,SKU0042,2024-01-07,0,1,0
STORE0001,SKU0042,2024-01-08,0,0,0
STORE0001,SKU0042,2024-01-09,0,0,0
STORE0001,SKU0042,2024-01-10,0,0,0
STORE0001,SKU0042,2024-01-11,0,0,0
STORE0001,SKU0042,2024-01-12,0,0,0
STORE0001,SKU0042,2024-01-13,0,1,0
STORE0001,SKU0042,2024-01-14,0,1,0
STORE0001,SKU0043,2024-01-01,0,0,0
STORE0001,SKU0043,2024-01-02,0,0,0
STORE0001,SKU0043,2024-01-03,0,0,0
STORE0001,SKU0043,2024-01-04,0,0,0
STORE0001,SKU0043,2024-01-05,0,0,0
STORE0001,SKU0043,2024-01-06,0,1,0
STORE0001,SKU0043,2024-01-07,0,1,0
STORE0001,SKU0043,2024-01-08,0,0,0
STORE0001,SKU0043,2024-01-09,0,0,0
STORE0001,SKU0043,2024-01-10,0,0,0
STORE0001,SKU0043,2024-01-11,0,0,0
STORE0001,SKU0043,2024-01-12,0,0,0
STORE0001,SKU0043,2024-01-13,0,1,0
STORE0001,SKU0043,2024-01-14,0,1,0
STORE0001,SKU0045,2024-01-01,0,0,0
STORE0001,SKU0045,2024-01-02,0,0,0
STORE0001,SKU0045,2024-01-03,0,0,0
STORE0001,SKU0045,2024-01-04,0,0,0
STORE0001,SKU0045,2024-01-05,0,0,0
STORE0001,SKU0045,2024-01-06,0,1,0
STORE0001,SKU0045,2024-01-07,0,1,0
STORE0001,SKU0045,2024-01-08,0,0,0
STORE0001,SKU0045,2024-01-09,0,0,0
STORE0001,SKU0045,2024-01-10,0,0,0
STORE0001,SKU0045,2024-01-11,0,0,0
STORE0001,SKU0045,2024-01-12,0,0,0
STORE0001,SKU0045,2024-01-13,0,1,0
STORE0001,SKU0045,2024-01-14,0,1,0
STORE0001,SKU0046,2024-01-01,0,0,0
STORE0001,SKU0046,2024-01-02,0,0,0
STORE0001,SKU0046,2024-01-03,0,0,0
STORE0001,SKU0046,2024-01-04,0,0,0
STORE0001,SKU0046,2024-01-05,0,0,0
STORE0001,SKU0046,2024-01-06,0,1,0
STORE0001,SKU0046,2024-01-07,0,1,0
STORE0001,SKU0046,2024-01-08,0,0,0
STORE0001,SKU0046,2024-01-09,0,0,0
STORE0001,SKU0046,2024-01-10,0,0,0
STORE0001,SKU0046,2024-01-11,0,0,0
STORE0001,SKU0046,2024-01-12,0,0,0
STORE0001,SKU0046,2024-01-13,0,1,0
STORE0001,SKU0046,2024-01-14,0,1,0
STORE0001,SKU0047,2024-01-01,0,0,0
STORE0001,SKU0047,2024-01-02,0,0,0
STORE0001,SKU0047,2024-01-03,0,0,0
STORE0001,SKU0047,2024-01-04,0,0,0
STORE0001,SKU0047,2024-01-05,0,0,0
STORE0001,SKU0047,2024-01-06,0,1,0
STORE0001,SKU0047,2024-01-07,0,1,0
STORE0001,SKU0047,2024-01-08,0,0,0
STORE0001,SKU0047,2024-01-09,0,0,0
STORE0001,SKU0047,2024-01-10,0,0,0
STORE0001,SKU0047,2024-01-11,0,0,0
STORE0001,SKU0047,2024-01-12,0,0,0
STORE0001,SKU0047,2024-01-13,0,1,0
STORE0001,SKU0047,2024-01-14,0,1,0
STORE0001,SKU0048,2024-01-01,0,0,0
STORE0001,SKU0048,2024-01-02,0,0,0
STORE0001,SKU0048,2024-01-03,0,0,0
STORE0001,SKU0048,2024-01-04,0,0,0
STORE0001,SKU0048,2024-01-05,0,0,0
STORE0001,SKU0048,2024-01-06,0,1,0
STORE0001,SKU0048,2024-01-07,0,1,0
STORE0001,SKU0048,2024-01-08,0,0,0
STORE0001,SKU0048,2024-01-09,0,0,0
STORE0001,SKU0048,2024-01-10,0,0,0
STORE0001,SKU0048,2024-01-11,0,0,0
STORE0001,SKU0048,2024-01-12,0,0,0
STORE0001,SKU0048,2024-01-13,0,1,0
STORE0001,SKU0048,2024-01-14,0,1,0
STORE0001,SKU0049,2024-01-01,0,0,0
STORE0001,SKU0049,2024-01-02,0,0,0
STORE0001,SKU0049,2024-01-03,0,0,0
STORE0001,SKU0049,2024-01-04,0,0,0
STORE0001,SKU0049,2024-01-05,0,0,0
STORE0001,SKU0049,2024-01-06,0,1,0
STORE0001,SKU0049,2024-01-07,0,1,0
STORE0001,SKU0049,2024-01-08,0,0,0
STORE0001,SKU0049,2024-01-09,0,0,0
STORE0001,SKU0049,2024-01-10,0,0,0
STORE0001,SKU0049,2024-01-11,0,0,0
STORE0001,SKU0049,2024-01-12,0,0,0
STORE0001,SKU0049,2024-01-13,0,1,0
STORE0001,SKU0049,2024-01-14,0,1,0
STORE0001,SKU0050,2024-01-01,0,0,0
STORE0001,SKU0050,2024-01-02,0,0,0
STORE0001,SKU0050,2024-01-03,0,0,0
STORE0001,SKU0050,2024-01-04,0,0,0
STORE0001,SKU0050,2024-01-05,0,0,0
STORE0001,SKU0050,2024-01-06,0,1,0
STORE0001,SKU0050,2024-01-07,0,1,0
STORE0001,SKU0050,2024-01-08,0,0,0
STORE0001,SKU0050,2024-01-09,0,0,0
STORE0001,SKU0050,2024-01-10,0,0,0
STORE0001,SKU0050,2024-01-11,0,0,0
