model,family,store_id,sku_id,forecast_total_units,forecast_mean_units,test_rows,test_actual_units,test_wape,test_mape,test_mae,test_rmse,test_bias
catboost,ml,STORE0008,SKU0035,2251.9390956571724,160.8527925469409,14,2593.0,0.3869353823035087,1.9990307012200557,71.66596045092845,86.04333404363123,0.0884418366878099
catboost,ml,STORE0001,SKU0043,701.7705655834728,50.12646897024806,14,718.0,0.3863754099992586,0.4690288107310761,19.81553888424769,29.58230639301929,0.2866498738560934
catboost,ml,STORE0007,SKU0036,527.9612021850392,37.71151444178851,14,496.0,0.3838022417109586,0.833841044752128,13.597565134902537,16.14571486485516,0.0588122761808353
catboost,ml,STORE0007,SKU0027,1376.660802708695,98.3329144791925,14,1769.0,0.3835183844131418,1.4343441932922754,48.460287287632,57.01061402038481,-0.0392812567593334
catboost,ml,STORE0013,SKU0028,940.9090516251034,67.20778940179311,14,879.0,0.3800692272504443,6.252224109241039,23.86291791093861,31.74420830013062,0.1499805656291529
catboost,ml,STORE0003,SKU0086,101.51688796414524,7.251206283153231,14,117.0,0.377391075201018,0.7589127738118011,3.153911128465651,3.921407487051125,-0.0065920054417129
catboost,ml,STORE0004,SKU0068,555.2546733569566,39.66104809692547,14,562.0,0.3766922667627657,0.4808899968320377,15.121503851476737,19.242535856670912,0.2766262095075382
catboost,ml,STORE0005,SKU0060,988.730574262068,70.62361244729057,14,923.0,0.3759554850596586,0.5004802579628207,24.786208050718923,29.72751871332254,0.089393954791106
catboost,ml,STORE0006,SKU0033,1642.701080883533,117.33579149168092,14,1674.0,0.3749179538822599,0.6659594699171814,44.82947534277879,55.333684122289895,0.0294033609522742
catboost,ml,STORE0008,SKU0031,911.8004847972445,65.12860605694604,14,917.0,0.3734413239099776,0.9232377525515226,24.46040671610353,31.459897217845317,0.1804037204682201
catboost,ml,STORE0007,SKU0048,777.2268002894737,55.51620002067669,14,761.0,0.3716240926321498,0.7867383728627555,20.20042389236186,24.783778054896963,0.1355846383419416
catboost,ml,STORE0006,SKU0071,456.75943982509216,32.625674273220866,14,423.0,0.3703328724299154,0.5597738640251676,11.189343216989588,13.353429456064989,0.185137802319447
catboost,ml,STORE0002,SKU0084,275.8304452298982,19.702174659278445,14,259.0,0.3694128311887372,0.7275784973187386,6.834137376991639,8.483177106972603,0.1683150544527111
catboost,ml,STORE0012,SKU0053,440.8807917478041,31.491485124843148,14,428.0,0.3690012453683288,0.4717182849743923,11.280895215546051,12.468461869281846,0.0589318138464711
catboost,ml,STORE0011,SKU0020,735.0295189013365,52.50210849295261,14,659.0,0.3689645928033973,0.8940763162394821,17.367690475531344,22.501732779523536,0.104831944400038
catboost,ml,STORE0007,SKU0055,157.46363249734114,11.247402321238653,14,138.0,0.3682687993981441,0.6869174251508935,3.630078165495992,4.545862692398175,0.1234215587438897
catboost,ml,STORE0002,SKU0017,1087.2192072599964,77.65851480428546,14,1063.0,0.368030930859597,1.2524590575600327,27.944062821696544,35.77482732026121,-0.0099388933863613
catboost,ml,STORE0004,SKU0077,841.4790906355767,60.105649331112616,14,944.0,0.367967209302041,1.4809752445354258,24.81150325579477,33.41818688258003,0.1617109652304939
catboost,ml,STORE0004,SKU0029,551.3496561348645,39.38211829534747,14,525.0,0.3679209133320161,1.677757775089034,13.797034249950602,16.89639602246802,0.1751889357915436
catboost,ml,STORE0005,SKU0006,1624.6359431936014,116.04542451382868,14,2295.0,0.3673455823323417,0.372497479823391,60.21843653233744,73.17725210817231,-0.1925859160125014
catboost,ml,STORE0009,SKU0010,425.3289717131076,30.380640836650542,14,379.0,0.3672842240077056,0.6454870069370651,9.942908635637176,12.01093690260164,0.2736885096483291
catboost,ml,STORE0007,SKU0034,1643.2327142295976,117.37376530211411,14,1854.0,0.3668461391534506,0.4867961778148166,48.58091014217839,58.97662862790885,0.1188078955819054
catboost,ml,STORE0010,SKU0017,1336.2197839887222,95.44427028490873,14,1321.0,0.3666286988266068,0.6457748111694821,34.594036510710545,48.41862285975274,0.0157502632122913
catboost,ml,STORE0009,SKU0012,578.8135282424233,41.34382344588738,14,729.0,0.365952542286685,1.177449550406357,19.05567166621381,26.03128856079037,0.2256883901338823
catboost,ml,STORE0009,SKU0015,159.83492717006567,11.416780512147549,14,147.0,0.3641272712240581,1.017507577021637,3.8233363478526097,4.442694602078301,0.0262110271423056
catboost,ml,STORE0002,SKU0099,1043.5495760377466,74.53925543126762,14,1098.0,0.3640533779280764,0.8699321202959832,28.55218635464485,41.85181813225398,0.0293921449279922
catboost,ml,STORE0008,SKU0051,1150.8074219654557,82.20053014038969,14,1030.0,0.3639008765148951,1.3316437744942655,26.77270734359586,35.17407787268873,0.0969940583920394
catboost,ml,STORE0009,SKU0082,811.5084696185918,57.96489068704227,14,680.0,0.3638687443875684,1.1873730545676326,17.673624727396177,22.44476281558896,0.2036070011733868
catboost,ml,STORE0003,SKU0021,629.0384970145199,44.931321215322846,14,560.0,0.3632302787634739,1.2806850550447764,14.529211150538956,18.24018143717809,0.1082657853713185
catboost,ml,STORE0011,SKU0043,762.5217828808952,54.46584163434966,14,803.0,0.3626526686520642,0.92890156336727,20.80072092340054,26.30017731043926,0.1489352166262163
catboost,ml,STORE0006,SKU0048,1097.0645314712397,78.36175224794569,14,1136.0,0.3626306599229069,0.5449704130701495,29.42488783374444,34.00888448049561,0.1632785568794798
catboost,ml,STORE0007,SKU0053,368.2565812455972,26.304041517542657,14,352.0,0.3624933309109877,1.420883110427949,9.114118034333409,12.024736894858693,0.0237300231324954
catboost,ml,STORE0001,SKU0066,437.31732231072004,31.23695159362286,14,429.0,0.3621321587730589,0.8166054594076797,11.096764008117306,13.26523307187876,0.0865507673039925
catboost,ml,STORE0005,SKU0016,354.6949818366659,25.335355845476133,14,417.0,0.361330479862849,0.5015685474840856,10.76248643591486,13.465519225645538,0.0118840644012035
catboost,ml,STORE0013,SKU0068,340.50478094525164,24.321770067517974,14,381.0,0.3610044546727977,0.4234515128394053,9.824478373595424,12.82881111375129,-0.1152422607016148
catboost,ml,STORE0005,SKU0101,224.24290125917918,16.01735008994137,14,261.0,0.3605445850314489,1.0053852121810292,6.721581192372012,8.922321552673187,-0.0670809715418287
catboost,ml,STORE0001,SKU0026,1524.8919269629725,108.92085192592661,14,1585.0,0.3596790842546005,0.5748245350102851,40.72081061025299,47.8531283622342,0.0754656794024277
catboost,ml,STORE0006,SKU0053,446.5108145948411,31.893629613917224,14,441.0,0.3589669997556483,0.5733704054452591,11.307460492302924,14.577741630254804,0.0180229477169288
catboost,ml,STORE0010,SKU0079,1079.9003235059322,77.13573739328088,14,989.0,0.358368535581995,0.5047493592926823,25.316177263613792,27.870471014866943,0.1380874411453151
catboost,ml,STORE0005,SKU0086,122.1472986136612,8.724807043832943,14,135.0,0.3577181205550886,0.3663897825742706,3.449424733924069,5.2177637521796205,0.2046823030168555
catboost,ml,STORE0008,SKU0056,337.0197508038925,24.07283934313518,14,385.0,0.3575248359531497,0.471695605398242,9.831932988711618,14.69367811062946,0.0111080065589304
catboost,ml,STORE0005,SKU0023,1053.6819158412893,75.26299398866352,14,1133.0,0.357381984910459,0.5587389072651601,28.92241349311072,34.59986679105937,0.1311642567668128
catboost,ml,STORE0012,SKU0062,220.25204829905272,15.73228916421805,14,192.0,0.3562735982465477,0.8087500065452448,4.886037918809797,6.222415613121861,0.2152357006531779
catboost,ml,STORE0001,SKU0035,2305.937588530952,164.70982775221086,14,3090.0,0.3562566334185512,0.6590596597035611,78.63092837595165,104.43722743134995,-0.1089218422367172
catboost,ml,STORE0010,SKU0034,1885.448916561542,134.67492261153873,14,2551.0,0.3555175306127274,0.4154539330875185,64.78037289950484,89.01190886155338,-0.0869304679562611
catboost,ml,STORE0012,SKU0005,1012.5040408392254,72.3217172028018,14,1255.0,0.354173573879385,0.489344145078107,31.74913108704487,39.34570603975854,0.0344117942528956
catboost,ml,STORE0002,SKU0087,308.4214945493369,22.030106753524063,14,272.0,0.3539738095715256,0.6206893927838381,6.877205443103926,8.409558581338281,0.1653767141263151
catboost,ml,STORE0009,SKU0022,1358.8011889645131,97.05722778317951,14,1233.0,0.3537866849961503,0.8034995105056051,31.15849875716095,38.36846183263186,0.0688335461496381
catboost,ml,STORE0011,SKU0058,1333.0509637725957,95.21792598375683,14,1296.0,0.3533693117090518,0.7381465572130707,32.71190199820937,40.50835767243804,0.0551612779666097
catboost,ml,STORE0005,SKU0041,1144.8170259802619,81.77264471287585,14,1350.0,0.353155798816149,0.6241512537029841,34.05430917155722,49.43052794340735,0.2216859693374449
catboost,ml,STORE0010,SKU0097,940.4991667684318,67.17851191203084,14,883.0,0.3516507091376032,0.8493213460286555,22.179112583464548,26.8690038951024,0.1159397278715826
catboost,ml,STORE0004,SKU0028,1639.445339015501,117.10323850110721,14,1815.0,0.3507893803221302,0.7102435861788559,45.47733752033332,54.31096889576641,0.0361436068218567
catboost,ml,STORE0003,SKU0070,1113.0622563269603,79.50444688049717,14,996.0,0.3506245151531454,0.4141760231690204,24.944429792323778,31.57870111106678,0.107074511480097
catboost,ml,STORE0006,SKU0056,346.8503157100532,24.775022550718088,14,379.0,0.3504572032692536,1.291584942772579,9.487377145646224,14.041540157631214,0.045420257263849
catboost,ml,STORE0013,SKU0001,786.7883748216194,56.19916963011567,14,745.0,0.350228027105292,0.4851719306558366,18.637134299531613,20.853006953341247,0.1240412332922027
catboost,ml,STORE0009,SKU0023,885.5724221607828,63.25517301148449,14,991.0,0.3500390387088197,0.403108598375297,24.777763382888597,30.12292342279687,0.0553030090316089
catboost,ml,STORE0010,SKU0040,296.01561479610626,21.143972485436162,14,367.0,0.3495772763052976,2.988541293065244,9.163918600288875,13.20417375009562,0.1648781092000535
catboost,ml,STORE0009,SKU0003,276.06491166504526,19.718922261788947,14,237.0,0.3490581280802484,0.8106014752865203,5.909055453929919,7.459943724885923,0.1192144093773288
catboost,ml,STORE0012,SKU0013,1176.652362843959,84.04659734599707,14,1554.0,0.3490311506192804,3.304410505691217,38.74245771874013,46.969980911957926,0.0645805806792845
catboost,ml,STORE0010,SKU0089,549.0861543358164,39.22043959541546,14,507.0,0.3486643276052291,1.4049677520253412,12.626629578275084,18.24673614119229,0.1663417118312476
catboost,ml,STORE0009,SKU0093,947.3336151800987,67.66668679857848,14,889.0,0.3485511428931407,0.5433717561169119,22.13299757371444,26.714780771455988,0.1706294938657768
catboost,ml,STORE0006,SKU0088,381.37812149847963,27.241294392748546,14,402.0,0.3481283516779802,0.3617125560293504,9.996256955324862,12.119274231473325,-0.207798336043459
catboost,ml,STORE0006,SKU0069,1097.9424632959965,78.42446166399975,14,1386.0,0.3473636185631231,0.6268623139223589,34.38899823774919,41.136464348409454,0.1785727062200014
catboost,ml,STORE0011,SKU0024,816.4597308552275,58.31855220394482,14,794.0,0.3470516727197743,0.664127692919836,19.68278772425005,24.366816342025697,0.0513860152532339
catboost,ml,STORE0003,SKU0088,264.8312524213587,18.916518030097052,14,242.0,0.3468227092768157,0.8756733370970535,5.995078260356387,7.985699150233088,0.0667381392834263
catboost,ml,STORE0009,SKU0009,764.2565351486004,54.58975251061431,14,705.0,0.3467404329050108,1.258202205413303,17.46085751414519,23.675363966746712,0.0979809518043
catboost,ml,STORE0009,SKU0019,194.86089856190253,13.918635611564467,14,230.0,0.3466987572663594,0.6345053665849691,5.695765297947334,6.625375653541996,0.1146188358951102
catboost,ml,STORE0010,SKU0092,1259.8011862403064,89.98579901716474,14,1253.0,0.3463225447891591,0.5392180948908886,30.995867758629743,36.76734672271832,-0.0463716211788023
catboost,ml,STORE0004,SKU0014,879.6741191592209,62.83386565423007,14,812.0,0.346153128055537,1.9256287135776584,20.076881427221146,26.001206806594087,0.1177271535671783
catboost,ml,STORE0006,SKU0031,863.2859748803662,61.66328392002616,14,943.0,0.3461448305597558,0.4958840503380629,23.315326801274985,29.10912286770689,0.1694019825983255
catboost,ml,STORE0012,SKU0097,930.8259280161676,66.48756628686911,14,907.0,0.3457197671506074,0.6899182053766485,22.39770205754292,26.529083286271423,-0.0314244529393936
catboost,ml,STORE0006,SKU0058,1437.943114023853,102.71022243027521,14,1505.0,0.3455860971319854,0.3622356764195112,37.15050544168843,48.29903187439514,-0.0424769535300533
catboost,ml,STORE0001,SKU0065,865.7275027473779,61.83767876766985,14,1009.0,0.3455139620132188,0.7779098709974014,24.901684833666987,37.3834596815144,0.0966787458050204
catboost,ml,STORE0008,SKU0101,222.45062926468185,15.889330661762989,14,243.0,0.3453324917411489,0.8615438743163182,5.993985392364229,7.545661229840041,0.138234032731834
catboost,ml,STORE0001,SKU0101,235.93884266209506,16.85277447586393,14,287.0,0.3448488154312188,0.5584092937824222,7.069400716339986,8.429331059026685,0.024313995842966
catboost,ml,STORE0010,SKU0020,628.0411595171204,44.86008282265146,14,601.0,0.3443665902722919,0.5708341966413127,14.783165768117676,18.68435441336941,0.0843741248467426
catboost,ml,STORE0012,SKU0083,1235.190922670883,88.22792304792021,14,1138.0,0.3440307635948545,2.569302203190223,27.964786355067464,36.206024376871575,0.0365228646650419
catboost,ml,STORE0012,SKU0060,744.6169680074779,53.18692628624842,14,689.0,0.343897194711028,1.0178975346337908,16.924654796849875,21.47233163287197,0.062902299342479
catboost,ml,STORE0003,SKU0093,832.4514196480527,59.46081568914662,14,800.0,0.3435291097088115,0.484224632864015,19.630234840503515,24.12652951948583,0.0968132369849341
catboost,ml,STORE0012,SKU0022,1318.6085524842651,94.18632517744751,14,1162.0,0.3433563222864857,0.6357515093085141,28.49857474977832,36.36393686172525,0.1150432624715826
catboost,ml,STORE0013,SKU0003,162.34298424886748,11.595927446347677,14,142.0,0.3429493800191994,0.5555863286927014,3.478486568766165,4.616718064232215,0.1262237777018739
catboost,ml,STORE0010,SKU0036,589.3916871126344,42.09940622233103,14,589.0,0.3429231813563764,0.4985503472670413,14.427268129921837,17.024174596362155,0.0646117045295196
catboost,ml,STORE0005,SKU0082,962.3666186824394,68.74047276303138,14,911.0,0.3423851617823934,0.4279460120094999,22.27949159884003,25.521727599631085,0.1481614480992079
catboost,ml,STORE0012,SKU0043,592.7445326589728,42.33889518992663,14,719.0,0.3423439701666186,0.3417012966728216,17.581808182128487,20.975377937278463,-0.0257727605787809
catboost,ml,STORE0013,SKU0076,261.32069989270036,18.665764278050027,14,226.0,0.3409977386586832,0.7402668290029981,5.504677781204458,6.896237604715013,0.0938588774545116
catboost,ml,STORE0011,SKU0026,1471.6479477053917,105.11771055038513,14,1462.0,0.3408533668731931,0.997604517446232,35.59483016918631,45.80426778909823,0.1030434724216618
catboost,ml,STORE0011,SKU0015,162.9144257622603,11.636744697304307,14,141.0,0.340652889227423,1.1711475592033798,3.430861241504761,4.4804253800132345,0.1733330882033374
catboost,ml,STORE0003,SKU0044,1006.2740599673077,71.87671856909341,14,1028.0,0.3400115852001093,0.4490559248910686,24.966564970408022,29.770736458753092,-0.0436115408490733
catboost,ml,STORE0001,SKU0051,1000.1114218580078,71.43653013271485,14,924.0,0.339955611266,0.9230138483928596,22.437070343556,26.68576955507458,0.1280029146360793
catboost,ml,STORE0003,SKU0096,1006.6363045056264,71.90259317897332,14,947.0,0.3397021179571574,1.7664877440612374,22.978421836102005,28.34177800076042,0.0487345517763975
