date,store_id,sku_id,prediction,model
2024-01-05,STORE0001,SKU0004,98.71577700177224,catboost
2024-01-06,STORE0001,SKU0004,116.89187161656099,catboost
2024-01-07,STORE0001,SKU0004,117.10849944126382,catboost
2024-01-08,STORE0001,SKU0004,97.42707371812189,catboost
2024-01-09,STORE0001,SKU0004,97.64211992728593,catboost
2024-01-10,STORE0001,SKU0004,95.79859996130733,catboost
2024-01-11,STORE0001,SKU0004,97.20729744294718,catboost
2024-01-12,STORE0001,SKU0004,96.52561536514044,catboost
2024-01-13,STORE0001,SKU0004,114.5431485108197,catboost
2024-01-14,STORE0001,SKU0004,113.93784441214807,catboost
2024-01-01,STORE0001,SKU0006,107.95342115611072,catboost
2024-01-02,STORE0001,SKU0006,107.67927954276176,catboost
2024-01-03,STORE0001,SKU0006,107.7972647201388,catboost
2024-01-04,STORE0001,SKU0006,105.756096467549,catboost
2024-01-05,STORE0001,SKU0006,101.69558990248169,catboost
2024-01-06,STORE0001,SKU0006,122.67885358214801,catboost
2024-01-07,STORE0001,SKU0006,123.77589783323225,catboost
2024-01-08,STORE0001,SKU0006,102.44927180562382,catboost
2024-01-09,STORE0001,SKU0006,100.21155144427152,catboost
2024-01-10,STORE0001,SKU0006,99.241497767808,catboost
2024-01-11,STORE0001,SKU0006,98.906401966796,catboost
2024-01-12,STORE0001,SKU0006,98.21148951254924,catboost
2024-01-13,STORE0001,SKU0006,116.57838207107677,catboost
2024-01-14,STORE0001,SKU0006,116.90562787646147,catboost
2024-01-01,STORE0001,SKU0007,26.2058030428151,catboost
2024-01-02,STORE0001,SKU0007,25.36227760741015,catboost
2024-01-03,STORE0001,SKU0007,24.872579448433452,catboost
2024-01-04,STORE0001,SKU0007,24.9933321135374,catboost
2024-01-05,STORE0001,SKU0007,25.634932166918276,catboost
2024-01-06,STORE0001,SKU0007,30.9395765105061,catboost
2024-01-07,STORE0001,SKU0007,30.45642886101412,catboost
2024-01-08,STORE0001,SKU0007,25.68704007992329,catboost
2024-01-09,STORE0001,SKU0007,26.050603497464635,catboost
2024-01-10,STORE0001,SKU0007,26.059482239200673,catboost
2024-01-11,STORE0001,SKU0007,26.889127626169177,catboost
2024-01-12,STORE0001,SKU0007,26.187399726777727,catboost
2024-01-13,STORE0001,SKU0007,31.318538404743748,catboost
2024-01-14,STORE0001,SKU0007,31.456673544934294,catboost
2024-01-01,STORE0001,SKU0008,28.279191648121323,catboost
2024-01-02,STORE0001,SKU0008,28.48650236571969,catboost
2024-01-03,STORE0001,SKU0008,28.357908464831112,catboost
2024-01-04,STORE0001,SKU0008,29.018239618484312,catboost
2024-01-05,STORE0001,SKU0008,29.00845341501029,catboost
2024-01-06,STORE0001,SKU0008,34.246810372090856,catboost
2024-01-07,STORE0001,SKU0008,33.88459397206597,catboost
2024-01-08,STORE0001,SKU0008,28.073470959279696,catboost
2024-01-09,STORE0001,SKU0008,28.18063932946178,catboost
2024-01-10,STORE0001,SKU0008,28.250493774558226,catboost
2024-01-11,STORE0001,SKU0008,28.42139067887956,catboost
2024-01-12,STORE0001,SKU0008,28.24633731467931,catboost
2024-01-13,STORE0001,SKU0008,33.96092671760634,catboost
2024-01-14,STORE0001,SKU0008,33.518844335629275,catboost
2024-01-01,STORE0001,SKU0010,35.62156706565696,catboost
2024-01-02,STORE0001,SKU0010,36.645022748416764,catboost
2024-01-03,STORE0001,SKU0010,36.38674848847341,catboost
2024-01-04,STORE0001,SKU0010,36.762545414311965,catboost
2024-01-05,STORE0001,SKU0010,37.01344654693285,catboost
2024-01-06,STORE0001,SKU0010,43.293447052368414,catboost
2024-01-07,STORE0001,SKU0010,45.647058827201064,catboost
2024-01-08,STORE0001,SKU0010,37.749212897790414,catboost
2024-01-09,STORE0001,SKU0010,37.38612811307208,catboost
2024-01-10,STORE0001,SKU0010,37.17062839934355,catboost
2024-01-11,STORE0001,SKU0010,38.27980932121862,catboost
2024-01-12,STORE0001,SKU0010,37.7947921803094,catboost
2024-01-13,STORE0001,SKU0010,45.02470347850627,catboost
2024-01-14,STORE0001,SKU0010,45.812402318198075,catboost
2024-01-01,STORE0001,SKU0011,20.232609736406538,catboost
2024-01-02,STORE0001,SKU0011,20.522377102231903,catboost
2024-01-03,STORE0001,SKU0011,20.403953505586028,catboost
2024-01-04,STORE0001,SKU0011,20.33301395596915,catboost
2024-01-05,STORE0001,SKU0011,20.216448296667203,catboost
2024-01-06,STORE0001,SKU0011,24.291667173440956,catboost
2024-01-07,STORE0001,SKU0011,24.234775310660343,catboost
2024-01-08,STORE0001,SKU0011,20.13265377864343,catboost
2024-01-09,STORE0001,SKU0011,20.292558291913046,catboost
2024-01-10,STORE0001,SKU0011,20.333000305789394,catboost
2024-01-11,STORE0001,SKU0011,19.843836407257204,catboost
2024-01-12,STORE0001,SKU0011,19.508135308712056,catboost
2024-01-13,STORE0001,SKU0011,23.331177459446895,catboost
2024-01-14,STORE0001,SKU0011,23.625798274290563,catboost
2024-01-01,STORE0001,SKU0012,48.56103847833921,catboost
2024-01-02,STORE0001,SKU0012,47.31857910201911,catboost
2024-01-03,STORE0001,SKU0012,47.415578816289916,catboost
2024-01-04,STORE0001,SKU0012,47.1394215989876,catboost
2024-01-05,STORE0001,SKU0012,46.59273030223944,catboost
2024-01-06,STORE0001,SKU0012,55.68965865653128,catboost
2024-01-07,STORE0001,SKU0012,56.261334378569835,catboost
2024-01-08,STORE0001,SKU0012,45.764070743979225,catboost
2024-01-09,STORE0001,SKU0012,44.999110013249016,catboost
2024-01-10,STORE0001,SKU0012,43.99572399519181,catboost
2024-01-11,STORE0001,SKU0012,44.17217458743266,catboost
2024-01-12,STORE0001,SKU0012,44.1379948003804,catboost
2024-01-13,STORE0001,SKU0012,51.89701646044214,catboost
2024-01-14,STORE0001,SKU0012,50.011658889670265,catboost
2024-01-01,STORE0001,SKU0014,61.0173280157315,catboost
2024-01-02,STORE0001,SKU0014,60.35306419849101,catboost
2024-01-03,STORE0001,SKU0014,59.85525868175816,catboost
2024-01-04,STORE0001,SKU0014,60.86595070086673,catboost
2024-01-05,STORE0001,SKU0014,60.75015540560924,catboost
2024-01-06,STORE0001,SKU0014,72.87909693551694,catboost
2024-01-07,STORE0001,SKU0014,73.35429902169126,catboost
2024-01-08,STORE0001,SKU0014,59.98066647572802,catboost
2024-01-09,STORE0001,SKU0014,58.1577201055468,catboost
2024-01-10,STORE0001,SKU0014,57.947614376083116,catboost
2024-01-11,STORE0001,SKU0014,57.81647343620982,catboost
2024-01-12,STORE0001,SKU0014,58.82385950363141,catboost
2024-01-13,STORE0001,SKU0014,70.87093596131962,catboost
2024-01-14,STORE0001,SKU0014,71.10098188226547,catboost
2024-01-01,STORE0001,SKU0015,11.752574336889452,catboost
2024-01-02,STORE0001,SKU0015,11.857789376285652,catboost
2024-01-03,STORE0001,SKU0015,11.788087648910832,catboost
2024-01-04,STORE0001,SKU0015,12.212697696341507,catboost
2024-01-05,STORE0001,SKU0015,11.869519932006874,catboost
2024-01-06,STORE0001,SKU0015,14.229083752235994,catboost
2024-01-07,STORE0001,SKU0015,14.26875224587804,catboost
2024-01-08,STORE0001,SKU0015,11.811196245452003,catboost
2024-01-09,STORE0001,SKU0015,11.80592711995056,catboost
2024-01-10,STORE0001,SKU0015,11.822326988849902,catboost
2024-01-11,STORE0001,SKU0015,11.822732910999768,catboost
2024-01-12,STORE0001,SKU0015,11.801618209378063,catboost
2024-01-13,STORE0001,SKU0015,13.331683543574535,catboost
2024-01-14,STORE0001,SKU0015,13.438560066917923,catboost
2024-01-01,STORE0001,SKU0016,24.53994969196446,catboost
2024-01-02,STORE0001,SKU0016,24.947217323320896,catboost
2024-01-03,STORE0001,SKU0016,24.838759258234983,catboost
2024-01-04,STORE0001,SKU0016,24.817526357078336,catboost
2024-01-05,STORE0001,SKU0016,24.554243851671092,catboost
2024-01-06,STORE0001,SKU0016,28.984554965755827,catboost
2024-01-07,STORE0001,SKU0016,30.256531552888482,catboost
2024-01-08,STORE0001,SKU0016,25.63293579653403,catboost
2024-01-09,STORE0001,SKU0016,25.25821675192194,catboost
2024-01-10,STORE0001,SKU0016,25.067726568906163,catboost
2024-01-11,STORE0001,SKU0016,25.489631496980724,catboost
2024-01-12,STORE0001,SKU0016,24.731748034197484,catboost
2024-01-13,STORE0001,SKU0016,29.4562207687624,catboost
2024-01-14,STORE0001,SKU0016,29.597167665937906,catboost
2024-01-01,STORE0001,SKU0017,106.59640212513989,catboost
2024-01-02,STORE0001,SKU0017,104.65335406471553,catboost
2024-01-03,STORE0001,SKU0017,102.64370666398725,catboost
2024-01-04,STORE0001,SKU0017,103.28160608720256,catboost
2024-01-05,STORE0001,SKU0017,106.58119664362555,catboost
2024-01-06,STORE0001,SKU0017,122.46752923248772,catboost
2024-01-07,STORE0001,SKU0017,123.8451230372333,catboost
2024-01-08,STORE0001,SKU0017,104.39701316046575,catboost
2024-01-09,STORE0001,SKU0017,101.20551022094403,catboost
2024-01-10,STORE0001,SKU0017,103.80135927995724,catboost
2024-01-11,STORE0001,SKU0017,101.42412821589011,catboost
2024-01-12,STORE0001,SKU0017,101.07426027832294,catboost
2024-01-13,STORE0001,SKU0017,120.32512510540822,catboost
2024-01-14,STORE0001,SKU0017,118.3334926400673,catboost
2024-01-01,STORE0001,SKU0018,94.42398708765705,catboost
2024-01-02,STORE0001,SKU0018,93.96877430465995,catboost
2024-01-03,STORE0001,SKU0018,93.91671594374623,catboost
2024-01-04,STORE0001,SKU0018,94.07871711734953,catboost
2024-01-05,STORE0001,SKU0018,92.43396000266002,catboost
2024-01-06,STORE0001,SKU0018,109.98549999000423,catboost
2024-01-07,STORE0001,SKU0018,111.06769414342958,catboost
2024-01-08,STORE0001,SKU0018,92.13344551073004,catboost
2024-01-09,STORE0001,SKU0018,92.49584027125843,catboost
2024-01-10,STORE0001,SKU0018,92.29945261447936,catboost
2024-01-11,STORE0001,SKU0018,91.64825647568698,catboost
2024-01-12,STORE0001,SKU0018,92.0482844135675,catboost
2024-01-13,STORE0001,SKU0018,110.15723656132295,catboost
2024-01-14,STORE0001,SKU0018,109.28879071486196,catboost
2024-01-01,STORE0001,SKU0019,16.09967485328837,catboost
2024-01-02,STORE0001,SKU0019,15.789751323561582,catboost
2024-01-03,STORE0001,SKU0019,16.299321263126195,catboost
2024-01-04,STORE0001,SKU0019,16.139395063397842,catboost
2024-01-05,STORE0001,SKU0019,16.288208316125818,catboost
2024-01-06,STORE0001,SKU0019,19.25187969381681,catboost
2024-01-07,STORE0001,SKU0019,20.18225906023292,catboost
2024-01-08,STORE0001,SKU0019,17.226143284604554,catboost
2024-01-09,STORE0001,SKU0019,17.000385712397396,catboost
2024-01-10,STORE0001,SKU0019,16.348801555466736,catboost
2024-01-11,STORE0001,SKU0019,16.35434023310068,catboost
2024-01-12,STORE0001,SKU0019,15.910065482293945,catboost
2024-01-13,STORE0001,SKU0019,18.79248041681184,catboost
2024-01-14,STORE0001,SKU0019,18.86011926156752,catboost
2024-01-01,STORE0001,SKU0020,48.59555418878298,catboost
2024-01-02,STORE0001,SKU0020,48.504723171561196,catboost
2024-01-03,STORE0001,SKU0020,48.751057437402984,catboost
2024-01-04,STORE0001,SKU0020,48.63794045744928,catboost
2024-01-05,STORE0001,SKU0020,47.208357790719845,catboost
2024-01-06,STORE0001,SKU0020,56.04619484439918,catboost
2024-01-07,STORE0001,SKU0020,56.235338198288936,catboost
2024-01-08,STORE0001,SKU0020,46.675866281732,catboost
2024-01-09,STORE0001,SKU0020,46.48482293829645,catboost
2024-01-10,STORE0001,SKU0020,46.26329793667436,catboost
2024-01-11,STORE0001,SKU0020,47.78446881868786,catboost
2024-01-12,STORE0001,SKU0020,47.20459710237719,catboost
2024-01-13,STORE0001,SKU0020,56.437473519435336,catboost
2024-01-14,STORE0001,SKU0020,57.689136478670164,catboost
2024-01-01,STORE0001,SKU0021,63.06105331910828,catboost
2024-01-02,STORE0001,SKU0021,63.92842051122311,catboost
2024-01-03,STORE0001,SKU0021,63.12266767110019,catboost
2024-01-04,STORE0001,SKU0021,63.195977613828674,catboost
2024-01-05,STORE0001,SKU0021,62.737050783133576,catboost
2024-01-06,STORE0001,SKU0021,74.13554623255415,catboost
2024-01-07,STORE0001,SKU0021,76.68783608928193,catboost
2024-01-08,STORE0001,SKU0021,63.53140573730597,catboost
2024-01-09,STORE0001,SKU0021,61.95596339106596,catboost
2024-01-10,STORE0001,SKU0021,62.253335413332756,catboost
2024-01-11,STORE0001,SKU0021,62.276020305170185,catboost
2024-01-12,STORE0001,SKU0021,63.49998251402862,catboost
2024-01-13,STORE0001,SKU0021,75.85697975157706,catboost
2024-01-14,STORE0001,SKU0021,78.49037047579164,catboost
2024-01-01,STORE0001,SKU0023,75.67090268617036,catboost
2024-01-02,STORE0001,SKU0023,74.58360646367076,catboost
2024-01-03,STORE0001,SKU0023,74.67812667593267,catboost
2024-01-04,STORE0001,SKU0023,74.57478750500297,catboost
2024-01-05,STORE0001,SKU0023,74.41375666944163,catboost
2024-01-06,STORE0001,SKU0023,88.63493538278934,catboost
2024-01-07,STORE0001,SKU0023,90.2949751103566,catboost
2024-01-08,STORE0001,SKU0023,75.22382897761902,catboost
2024-01-09,STORE0001,SKU0023,72.3667670172969,catboost
2024-01-10,STORE0001,SKU0023,72.96053232606394,catboost
2024-01-11,STORE0001,SKU0023,74.27034294802993,catboost
2024-01-12,STORE0001,SKU0023,74.68409015431286,catboost
2024-01-13,STORE0001,SKU0023,88.64452460446772,catboost
2024-01-14,STORE0001,SKU0023,88.80457972381777,catboost
2024-01-01,STORE0001,SKU0024,49.52069021392873,catboost
2024-01-02,STORE0001,SKU0024,50.3177220096529,catboost
2024-01-03,STORE0001,SKU0024,50.257850943995294,catboost
2024-01-04,STORE0001,SKU0024,50.03100776723813,catboost
2024-01-05,STORE0001,SKU0024,49.97985378884232,catboost
2024-01-06,STORE0001,SKU0024,58.359349263979595,catboost
2024-01-07,STORE0001,SKU0024,58.4901821452012,catboost
2024-01-08,STORE0001,SKU0024,49.137277723743665,catboost
2024-01-09,STORE0001,SKU0024,48.67674904056735,catboost
2024-01-10,STORE0001,SKU0024,47.82965019550689,catboost
2024-01-11,STORE0001,SKU0024,49.59727930366493,catboost
2024-01-12,STORE0001,SKU0024,49.53243051741213,catboost
2024-01-13,STORE0001,SKU0024,59.31272050631978,catboost
2024-01-14,STORE0001,SKU0024,59.82351223707137,catboost
2024-01-01,STORE0001,SKU0026,109.03520924913002,catboost
2024-01-02,STORE0001,SKU0026,106.98549550782343,catboost
2024-01-03,STORE0001,SKU0026,105.03100217460036,catboost
2024-01-04,STORE0001,SKU0026,105.09477741272013,catboost
2024-01-05,STORE0001,SKU0026,104.26683883800118,catboost
2024-01-06,STORE0001,SKU0026,123.25884202829863,catboost
2024-01-07,STORE0001,SKU0026,124.32779796802,catboost
2024-01-08,STORE0001,SKU0026,101.5771040928696,catboost
2024-01-09,STORE0001,SKU0026,100.85664473645352,catboost
2024-01-10,STORE0001,SKU0026,99.87112258679073,catboost
2024-01-11,STORE0001,SKU0026,101.33845300232738,catboost
2024-01-12,STORE0001,SKU0026,100.42917520670179,catboost
2024-01-13,STORE0001,SKU0026,120.5902003475976,catboost
2024-01-14,STORE0001,SKU0026,122.22926381163818,catboost
2024-01-01,STORE0001,SKU0027,129.55737189452648,catboost
2024-01-02,STORE0001,SKU0027,130.58525163856217,catboost
2024-01-03,STORE0001,SKU0027,129.35683415919522,catboost
2024-01-04,STORE0001,SKU0027,125.90013091923083,catboost
2024-01-05,STORE0001,SKU0027,123.82757187585692,catboost
2024-01-06,STORE0001,SKU0027,147.4125030557864,catboost
2024-01-07,STORE0001,SKU0027,151.1198858970294,catboost
2024-01-08,STORE0001,SKU0027,125.64264777082924,catboost
2024-01-09,STORE0001,SKU0027,120.27815630127796,catboost
2024-01-10,STORE0001,SKU0027,115.87130345575815,catboost
2024-01-11,STORE0001,SKU0027,111.58059738580008,catboost
2024-01-12,STORE0001,SKU0027,111.61524209673212,catboost
2024-01-13,STORE0001,SKU0027,130.511542163,catboost
2024-01-14,STORE0001,SKU0027,134.54575661397308,catboost
2024-01-01,STORE0001,SKU0029,39.0607707887464,catboost
2024-01-02,STORE0001,SKU0029,39.855412127595365,catboost
2024-01-03,STORE0001,SKU0029,40.97842367278709,catboost
2024-01-04,STORE0001,SKU0029,41.118652624382335,catboost
2024-01-05,STORE0001,SKU0029,40.7330550278405,catboost
2024-01-06,STORE0001,SKU0029,48.77940782844306,catboost
2024-01-07,STORE0001,SKU0029,48.81128970273617,catboost
2024-01-08,STORE0001,SKU0029,39.46633890128721,catboost
2024-01-09,STORE0001,SKU0029,39.37676588422399,catboost
2024-01-10,STORE0001,SKU0029,39.06203389789916,catboost
2024-01-11,STORE0001,SKU0029,38.805640501183895,catboost
2024-01-12,STORE0001,SKU0029,38.83446880270263,catboost
2024-01-13,STORE0001,SKU0029,46.528204303005694,catboost
2024-01-14,STORE0001,SKU0029,45.98911341359995,catboost
2024-01-01,STORE0001,SKU0030,52.91244933529278,catboost
2024-01-02,STORE0001,SKU0030,52.153496654071425,catboost
2024-01-03,STORE0001,SKU0030,51.35335088487292,catboost
2024-01-04,STORE0001,SKU0030,51.514746110446374,catboost
2024-01-05,STORE0001,SKU0030,51.03399368498821,catboost
2024-01-06,STORE0001,SKU0030,61.07537106921839,catboost
2024-01-07,STORE0001,SKU0030,61.568334928389305,catboost
2024-01-08,STORE0001,SKU0030,51.373646672533575,catboost
2024-01-09,STORE0001,SKU0030,50.34031104591634,catboost
2024-01-10,STORE0001,SKU0030,50.10013915472067,catboost
2024-01-11,STORE0001,SKU0030,50.50788456468929,catboost
2024-01-12,STORE0001,SKU0030,50.342336519125745,catboost
2024-01-13,STORE0001,SKU0030,59.78092956983578,catboost
2024-01-14,STORE0001,SKU0030,60.27254728510729,catboost
2024-01-01,STORE0001,SKU0031,56.808068952834525,catboost
2024-01-02,STORE0001,SKU0031,56.503456035618214,catboost
2024-01-03,STORE0001,SKU0031,57.07861042322656,catboost
2024-01-04,STORE0001,SKU0031,57.230433308724116,catboost
2024-01-05,STORE0001,SKU0031,57.32568574034489,catboost
2024-01-06,STORE0001,SKU0031,68.27255408435829,catboost
2024-01-07,STORE0001,SKU0031,67.88061062522414,catboost
2024-01-08,STORE0001,SKU0031,56.48568191969541,catboost
2024-01-09,STORE0001,SKU0031,56.859479931265554,catboost
2024-01-10,STORE0001,SKU0031,55.24571907446643,catboost
2024-01-11,STORE0001,SKU0031,56.527694048293434,catboost
2024-01-12,STORE0001,SKU0031,56.35474498061243,catboost
2024-01-13,STORE0001,SKU0031,66.47509716834264,catboost
2024-01-14,STORE0001,SKU0031,66.17222859930143,catboost
2024-01-01,STORE0001,SKU0033,116.51419516152123,catboost
2024-01-02,STORE0001,SKU0033,111.20625349075307,catboost
2024-01-03,STORE0001,SKU0033,110.61810479000091,catboost
2024-01-04,STORE0001,SKU0033,110.610743377407,catboost
2024-01-05,STORE0001,SKU0033,108.57202750671252,catboost
2024-01-06,STORE0001,SKU0033,129.85201404440517,catboost
2024-01-07,STORE0001,SKU0033,129.1799188035418,catboost
2024-01-08,STORE0001,SKU0033,107.34073510365567,catboost
2024-01-09,STORE0001,SKU0033,105.56158783282736,catboost
2024-01-10,STORE0001,SKU0033,105.31182282229051,catboost
2024-01-11,STORE0001,SKU0033,106.48966084102585,catboost
2024-01-12,STORE0001,SKU0033,106.54081008909617,catboost
2024-01-13,STORE0001,SKU0033,126.69672365069977,catboost
2024-01-14,STORE0001,SKU0033,123.92937152267024,catboost
2024-01-01,STORE0001,SKU0035,165.9677732006473,catboost
2024-01-02,STORE0001,SKU0035,158.90141555721883,catboost
2024-01-03,STORE0001,SKU0035,159.30768255328374,catboost
2024-01-04,STORE0001,SKU0035,159.0748766379322,catboost
2024-01-05,STORE0001,SKU0035,158.63630909757728,catboost
2024-01-06,STORE0001,SKU0035,185.308155312169,catboost
2024-01-07,STORE0001,SKU0035,186.43363189310756,catboost
2024-01-08,STORE0001,SKU0035,158.19780900822812,catboost
2024-01-09,STORE0001,SKU0035,156.30913381348847,catboost
2024-01-10,STORE0001,SKU0035,156.33065507956053,catboost
2024-01-11,STORE0001,SKU0035,151.80100796140823,catboost
2024-01-12,STORE0001,SKU0035,151.64065677979102,catboost
2024-01-13,STORE0001,SKU0035,176.8284132710417,catboost
2024-01-14,STORE0001,SKU0035,181.2000683654977,catboost
2024-01-01,STORE0001,SKU0036,48.87871408255526,catboost
2024-01-02,STORE0001,SKU0036,48.88959142717794,catboost
2024-01-03,STORE0001,SKU0036,48.16180677762792,catboost
2024-01-04,STORE0001,SKU0036,47.92355145246157,catboost
2024-01-05,STORE0001,SKU0036,47.53264923063164,catboost
2024-01-06,STORE0001,SKU0036,55.879405933214315,catboost
2024-01-07,STORE0001,SKU0036,56.11931744441702,catboost
2024-01-08,STORE0001,SKU0036,46.26669166126479,catboost
2024-01-09,STORE0001,SKU0036,46.206945478079184,catboost
2024-01-10,STORE0001,SKU0036,47.426005310922804,catboost
2024-01-11,STORE0001,SKU0036,47.39184759146642,catboost
2024-01-12,STORE0001,SKU0036,46.64890701399561,catboost
2024-01-13,STORE0001,SKU0036,56.846138618078186,catboost
2024-01-14,STORE0001,SKU0036,57.190934744927524,catboost
2024-01-01,STORE0001,SKU0037,101.90018941362166,catboost
2024-01-02,STORE0001,SKU0037,102.32081132086222,catboost
2024-01-03,STORE0001,SKU0037,102.44959636628525,catboost
2024-01-04,STORE0001,SKU0037,102.3623754701377,catboost
2024-01-05,STORE0001,SKU0037,101.6901900206559,catboost
2024-01-06,STORE0001,SKU0037,119.85395429670749,catboost
2024-01-07,STORE0001,SKU0037,118.94565712474282,catboost
2024-01-08,STORE0001,SKU0037,100.16530986074457,catboost
2024-01-09,STORE0001,SKU0037,100.32121263068073,catboost
2024-01-10,STORE0001,SKU0037,100.15818884628084,catboost
2024-01-11,STORE0001,SKU0037,101.31520422882284,catboost
2024-01-12,STORE0001,SKU0037,101.36652697702672,catboost
2024-01-13,STORE0001,SKU0037,119.6343009031963,catboost
2024-01-14,STORE0001,SKU0037,118.43693933104397,catboost
2024-01-01,STORE0001,SKU0038,102.9632016061735,catboost
2024-01-02,STORE0001,SKU0038,98.87059215313461,catboost
2024-01-03,STORE0001,SKU0038,98.50504487382523,catboost
2024-01-04,STORE0001,SKU0038,97.84728949828215,catboost
2024-01-05,STORE0001,SKU0038,98.05700240871809,catboost
2024-01-06,STORE0001,SKU0038,116.5742471208807,catboost
2024-01-07,STORE0001,SKU0038,116.46231315040833,catboost
2024-01-08,STORE0001,SKU0038,96.95513101345685,catboost
2024-01-09,STORE0001,SKU0038,96.43960904965738,catboost
2024-01-10,STORE0001,SKU0038,96.14347473737094,catboost
2024-01-11,STORE0001,SKU0038,96.57842070527758,catboost
2024-01-12,STORE0001,SKU0038,96.64110921473754,catboost
2024-01-13,STORE0001,SKU0038,115.28905222492246,catboost
2024-01-14,STORE0001,SKU0038,116.82162898018547,catboost
2024-01-01,STORE0001,SKU0039,17.716518392052205,catboost
2024-01-02,STORE0001,SKU0039,18.284876167005656,catboost
2024-01-03,STORE0001,SKU0039,18.342441183491353,catboost
2024-01-04,STORE0001,SKU0039,18.281104906517722,catboost
2024-01-05,STORE0001,SKU0039,18.567742359090964,catboost
2024-01-06,STORE0001,SKU0039,22.2132482979219,catboost
2024-01-07,STORE0001,SKU0039,21.489669529373625,catboost
2024-01-08,STORE0001,SKU0039,18.16152518866533,catboost
2024-01-09,STORE0001,SKU0039,18.25545997281394,catboost
2024-01-10,STORE0001,SKU0039,17.88774279198085,catboost
2024-01-11,STORE0001,SKU0039,17.900089825905372,catboost
2024-01-12,STORE0001,SKU0039,17.76020985465868,catboost
2024-01-13,STORE0001,SKU0039,21.75041217599941,catboost
2024-01-14,STORE0001,SKU0039,22.065843603568872,catboost
2024-01-01,STORE0001,SKU0040,22.57603910922435,catboost
2024-01-02,STORE0001,SKU0040,22.700635569512354,catboost
2024-01-03,STORE0001,SKU0040,21.958308873092903,catboost
2024-01-04,STORE0001,SKU0040,22.304500034418847,catboost
2024-01-05,STORE0001,SKU0040,22.289159992613516,catboost
2024-01-06,STORE0001,SKU0040,26.638883589397935,catboost
2024-01-07,STORE0001,SKU0040,26.579757356491797,catboost
2024-01-08,STORE0001,SKU0040,22.103604635754518,catboost
2024-01-09,STORE0001,SKU0040,21.851741570428057,catboost
2024-01-10,STORE0001,SKU0040,21.927583032323028,catboost
2024-01-11,STORE0001,SKU0040,21.690176565287437,catboost
2024-01-12,STORE0001,SKU0040,21.351166118004215,catboost
2024-01-13,STORE0001,SKU0040,25.313430209278895,catboost
2024-01-14,STORE0001,SKU0040,25.325572027979543,catboost
2024-01-01,STORE0001,SKU0041,89.89273567917063,catboost
2024-01-02,STORE0001,SKU0041,88.18673671339498,catboost
2024-01-03,STORE0001,SKU0041,87.11154257155981,catboost
2024-01-04,STORE0001,SKU0041,86.36447356357561,catboost
2024-01-05,STORE0001,SKU0041,86.65037166484629,catboost
2024-01-06,STORE0001,SKU0041,102.97292900232273,catboost
2024-01-07,STORE0001,SKU0041,102.55690935697982,catboost
2024-01-08,STORE0001,SKU0041,85.75181805493578,catboost
2024-01-09,STORE0001,SKU0041,84.14457718115754,catboost
2024-01-10,STORE0001,SKU0041,83.60793423958734,catboost
2024-01-11,STORE0001,SKU0041,84.27551080290861,catboost
2024-01-12,STORE0001,SKU0041,83.91207828799764,catboost
2024-01-13,STORE0001,SKU0041,100.72478517102583,catboost
2024-01-14,STORE0001,SKU0041,100.86082201393721,catboost
2024-01-01,STORE0001,SKU0042,17.81114852763738,catboost
2024-01-02,STORE0001,SKU0042,17.88028456674364,catboost
